出貨/銷退日(C10),客戶編號,產品料號,淨銷售量(交易),銷售淨額(本幣/未稅)
2024/01/30,B3746,N0101007,10,300
2024/01/30,B3746,N0101008,20,600
2024/01/30,B3746,N0101009,20,600
2024/01/30,B3746,N0101010,20,600
2024/01/30,B3746,N0101028,40,3200
2024/01/30,B3746,N0101169,60,3600
2024/01/30,B3807,A0101003,1,1370
2024/01/30,B3807,A0399049,1,228
2024/01/30,B3807,D9999005,1,840
2024/01/30,B3807,I0599036,1,120
2024/01/30,B3807,J0603003,1,1000
2024/01/30,B3873,E0101007,2,340
2024/01/30,B3873,R1100,3,285
2024/01/30,B3873,U0101010,32,2400
2024/01/30,B3911,B0401001,12,4320
2024/01/30,B3993,A0101001,2,2960
2024/01/30,B4002,A0102003,3,4830
2024/01/30,B4002,A0102005,1,1450
2024/01/30,B4032,A0101001,1,1530
2024/01/30,B4032,A0101003,1,1450
2024/01/30,B4032,A0399045,3,2475
2024/01/30,B4032,J0201001,2,480
2024/01/30,B4032,J0201012,2,580
2024/01/30,B4068,B0301011,2,640
2024/01/30,B4068,J0201008,1,265
2024/01/30,B4068,R1111,0,0
2024/01/30,B4107,A0102027,3,4200
2024/01/30,B4145,B0401001,2,840
2024/01/30,B4145,C0107002,2,1680
2024/01/30,B4145,M0401001,4,2600
2024/01/30,B4210,B0401001,12,4320
2024/01/30,B4259,A0102001,5,6000
2024/01/30,B4259,A0102009,5,6240
2024/01/30,B4259,E0202005,20,320
2024/01/30,B4259,M0101003,24,3840
2024/01/30,B4290,D0199001,2,640
2024/01/30,B4290,F0301010,3,1110
2024/01/30,B4326,G0602075,2,2200
2024/01/30,B4326,G0602076,1,900
2024/01/30,B4343,B0401001,4,1440
2024/01/30,B4343,B0403001,1,225
2024/01/30,B4343,C0199019,1,1590
2024/01/30,B4439,A0101001,4,6120
2024/01/30,B4443,J0499027,1,315
2024/01/30,B4531,E0101001,1,1600
2024/01/30,B4531,R1100,1,95
2024/01/30,B4616,D0101010,6,540
2024/01/30,B4616,D0601002,1,41
2024/01/30,B4616,H0103002,1,730
2024/01/30,B4616,I0699007,1,440
2024/01/30,B4616,J0499053,10,1300
2024/01/30,B4616,R1111,0,0
2024/01/30,B4617,D0101009,2,180
2024/01/30,B4617,D0101010,5,450
2024/01/30,B4617,I0503008,2,950
2024/01/30,B4617,J0399033,5,875
2024/01/30,B4623,K0101047,15,12600
2024/01/30,B4638,D0102004,2,360
2024/01/30,B4638,R1116,0,0
2024/01/30,B4667,A0101001,3,4590
2024/01/30,B4667,A0101003,1,1500
2024/01/30,B4667,E0202005,5,100
2024/01/30,B4667,I0101003,1,4600
2024/01/30,B4667,I0299040,2,2100
2024/01/30,B4667,J0201001,4,960
2024/01/30,B4667,J0604001,1,2250
2024/01/30,B4667,J0699009,2,1760
2024/01/30,B4667,L0102002,1,150
2024/01/30,B4667,M0101004,3,1140
2024/01/30,B4667,M0101008,2,910
2024/01/30,B4684,A0101001,2,3060
2024/01/30,B4684,A0101007,2,3500
2024/01/30,B4684,A0311001,2,800
2024/01/30,B4684,L0102001,5,650
2024/01/30,B4684,L0102002,10,1500
2024/01/30,B4705,G0601007,1,1600
2024/01/30,B4705,J0399060,3,1140
2024/01/30,B4705,R1100,1,95
2024/01/30,B4710,C0199019,1,1590
2024/01/30,B4710,J0101001,2,890
2024/01/30,B4710,J0101003,2,2860
2024/01/30,B4710,K0101202,10,2550
2024/01/30,B4715,D0601004,20,779
2024/01/30,B4715,H0105002,1,485
2024/01/30,B4715,I0699003,1,523
2024/01/30,B4715,I0699006,1,808
2024/01/30,B4715,R1107,0,0
2024/01/30,B4745,B1002001,24,3096
2024/01/30,B4765,B0205001,12,6060
2024/01/30,B4838,B0301027,2,960
2024/01/30,B4838,F0101001,5,4450
2024/01/30,B4867,I0404005,5,1800
2024/01/30,B4992,B0104005,5,3600
2024/01/30,B4992,I0699007,1,440
2024/01/30,B4992,J0699009,1,880
2024/01/30,B5003,A0101003,3,4350
2024/01/30,B5003,A0399045,10,8250
2024/01/30,B5003,J0201001,4,960
2024/01/30,B5007,C0199018,2,3720
2024/01/30,B5007,C0199019,2,3180
2024/01/30,B5041,F0301010,1,370
2024/01/30,B5050,B0104008,1,3150
2024/01/30,B5050,D0101009,2,180
2024/01/30,B5050,D0101010,2,180
2024/01/30,B5050,F0301010,1,370
2024/01/30,B5050,H0305003,1,380
2024/01/30,B5081,B0904001,3,1200
2024/01/30,B5081,G0602042,1,1300
2024/01/30,B5081,I0503006,1,400
2024/01/30,B5106,K0101147,6,3300
2024/01/30,B5165,B0301011,4,1280
2024/01/30,B5168,B0401001,24,8160
2024/01/30,B5168,C0199019,12,18000
2024/01/30,B5168,D0101010,8,720
2024/01/30,B5168,D0602001,3,2940
2024/01/30,B5168,G0602018,2,2500
2024/01/30,B5168,I0102017,2,2800
2024/01/30,B5168,I0404011,4,1440
2024/01/30,B5181,C0199021,2,4300
2024/01/30,B5181,G0502001,1,2200
2024/01/30,B5181,I0599010,2,900
2024/01/30,B5203,L0302006,2,4250
2024/01/30,B5222,C0104014,1,850
2024/01/30,B5222,C0199018,1,1860
2024/01/30,B5222,I0599019,1,500
2024/01/30,B5240,A0101001,1,1530
2024/01/30,B5240,I0503002,6,2100
2024/01/30,B5240,J0201003,5,675
2024/01/30,B5240,L0102003,4,780
2024/01/30,B5280,M0101009,12,5460
2024/01/30,B5284,B0401001,12,4320
2024/01/30,B5284,G0602031,1,1500
2024/01/30,B5284,I0699002,1,1000
2024/01/30,B5381,K0301003,6,6240
2024/01/30,B5415,F0301010,5,1850
2024/01/30,B5415,H0101017,3,1260
2024/01/30,B5415,H0601010,1,4000
2024/01/30,B5454,G0601007,1,1600
2024/01/30,B5454,H0102002,1,290
2024/01/30,B5454,R1111,0,0
2024/01/30,B5508,J0399065,3,1590
2024/01/30,B5508,R1100,1,95
2024/01/30,B5540,H0101017,4,1680
2024/01/30,B5540,I0404030,1,450
2024/01/30,B5540,R1100,1,95
2024/01/30,B5540,R1110,0,0
2024/01/30,B5557,M0101003,192,26496
2024/01/30,B5607,J0201001,1,240
2024/01/30,B5607,J0299014,1,295
2024/01/30,B5607,J0303004,1,550
2024/01/30,B5664,A0314011,1,50
2024/01/30,B5706,K0301010,1,82
2024/01/30,B5706,R1116,0,0
2024/01/30,B5755,C0199027,0,0
2024/01/30,B5773,I0503002,9,3150
2024/01/30,B5773,J0201001,4,960
2024/01/30,B5792,D0199001,10,3000
2024/01/30,B5813,A0102001,1,1370
2024/01/30,B5826,D0101010,10,850
2024/01/30,B5826,L0203004,6,5400
2024/01/30,B5830,A0313006,16,2400
2024/01/30,B5830,J0101009,2,630
2024/01/30,B5830,J0399027,10,1050
2024/01/30,B5830,J0499020,1,436
2024/01/30,B5830,J0499027,2,610
2024/01/30,B5845,A0314001,2,37
2024/01/30,B5845,A0399020,1,1360
2024/01/30,B5845,D0101009,1,72
2024/01/30,B5845,E0202005,2,32
2024/01/30,B5845,I0404007,1,232
2024/01/30,B5845,J0302002,1,108
2024/01/30,B5845,J0499025,1,252
2024/01/30,B5845,J0499027,1,252
2024/01/30,B5845,K0101211,4,480
2024/01/30,B5870,D9999002,10,1300
2024/01/30,B5870,R1100,1,95
2024/01/30,B5877,A0101001,1,1530
2024/01/30,B5877,A0102009,1,1400
2024/01/30,B5877,A0105004,4,600
2024/01/30,B5877,R1100,1,95
2024/01/30,B5878,A0399020,1,1700
2024/01/30,B5878,C0107002,1,840
2024/01/30,B5878,C0107004,1,580
2024/01/30,B5878,C0199027,1,686
2024/01/30,B5878,K0101094,1,225
2024/01/30,B5878,K0101138,1,720
2024/01/30,B5879,D0101011,10,1000
2024/01/30,B5879,D0602001,1,950
2024/01/30,B5879,E0102006,1,1100
2024/01/30,B5905,A0101003,2,2750
2024/01/30,B5905,B0199009,5,4400
2024/01/30,B5905,L0102003,1,195
2024/01/30,B5905,M0101002,6,1020
2024/01/30,B5952,D0199001,10,3000
2024/01/30,B5995,B0301011,4,1280
2024/01/30,B5995,G0601007,1,1600
2024/01/30,B6030,B0199009,7,6930
2024/01/30,B6030,I0101002,1,600
2024/01/30,B6030,I0101008,1,600
2024/01/30,B6030,I0599018,1,370
2024/01/30,B6030,M0401001,2,1300
2024/01/30,B6030,R1100,0,0
2024/01/30,B6040,G0104008,4,2520
2024/01/30,B6040,J0499058,2,4400
2024/01/30,B6040,J0599006,1,3300
2024/01/30,B6060,B1002001,24,2971
2024/01/30,B6060,P9999072,1,400
2024/01/30,B6071,A0101001,2,3060
2024/01/30,B6071,A0102001,1,1370
2024/01/30,B6072,A0202002,1,1550
2024/01/30,B6072,A0301012,5,750
2024/01/30,B6072,A0399020,5,8500
2024/01/30,B6072,C0107019,1,221
2024/01/30,B6072,G0104007,6,2760
2024/01/30,B6072,H0305005,1,490
2024/01/30,B6072,H0401023,4,3000
2024/01/30,B6072,J0101008,2,1640
2024/01/30,B6072,J0101009,5,1675
2024/01/30,B6072,J0101018,5,3000
2024/01/30,B6072,J0399018,3,330
2024/01/30,B6072,J0399027,3,330
2024/01/30,B6072,J0499025,5,1575
2024/01/30,B6072,J0499027,5,1575
2024/01/30,B6072,J0599005,3,990
2024/01/30,B6072,K0101061,5,4275
2024/01/30,B6072,K0101113,5,650
2024/01/30,B6083,D0699002,10,2100
2024/01/30,B6083,F0301010,1,370
2024/01/30,B6083,G0602042,1,1300
2024/01/30,B6083,G0602067,1,700
2024/01/30,B6083,G0602068,1,700
2024/01/30,B6083,I0101004,2,1040
2024/01/30,B6083,I0507007,1,200
2024/01/30,B6083,I0699007,2,880
2024/01/30,C1195,G0603004,12,4920
2024/01/30,C1205,A0102003,5,7800
2024/01/30,C1205,A0102009,15,20250
2024/01/30,C1205,C0104028,6,8400
2024/01/30,C1205,D0102009,2,3600
2024/01/30,C1205,D0401009,12,9240
2024/01/30,C1345,J0101001,8,3560
2024/01/30,C1384,A0102009,4,5600
2024/01/30,C1384,M0101008,14,6370
2024/01/30,C1412,I0199013,2,8360
2024/01/30,C1413,A0101003,2,3000
2024/01/30,C1413,A0102009,1,1400
2024/01/30,C1428,B0401001,24,8229
2024/01/30,C1516,A0102005,2,2900
2024/01/30,C1516,B0401001,24,7200
2024/01/30,C1516,G0502001,1,2200
2024/01/30,C1516,I0503006,6,2400
2024/01/30,C1531,A0101001,1,1530
2024/01/30,C1531,A0101007,1,1750
2024/01/30,C1531,G0602067,2,1400
2024/01/30,C1533,A0102001,40,50000
2024/01/30,C1561,B0205001,12,6060
2024/01/30,C1561,I0199010,24,18240
2024/01/30,C1561,I0599009,4,18000
2024/01/30,C1561,J0201007,6,1560
2024/01/30,C1757,A0101001,1,1530
2024/01/30,C1757,A0101003,1,1500
2024/01/30,C1757,A0301012,6,900
2024/01/30,C1757,D0102004,9,1620
2024/01/30,C1767,G0601007,10,15238
2024/01/30,C1829,A0101001,3,4590
2024/01/30,C1829,E0202005,20,360
2024/01/30,C1867,J0399029,2,1300
2024/01/30,C1867,J0499015,2,2900
2024/01/30,C1924,I0599037,18,2430
2024/01/30,C1995,A0101003,2,2900
2024/01/30,C1995,A0102001,3,3960
2024/01/30,C1995,L0302005,2,5714
2024/01/30,C2048,A0101001,3,4590
2024/01/30,C2127,A0311001,15,4800
2024/01/30,C2127,H0401025,50,15250
2024/01/30,C2127,H0401029,10,3150
2024/01/30,C2127,J0302002,0,0
2024/01/30,C2127,J0501002,12,4260
2024/01/30,C2128,C0199019,0,0
2024/01/30,C2128,C0199021,0,0
2024/01/30,C2197,A0102009,6,8071
2024/01/30,C2213,B0401001,72,25920
2024/01/30,C2344,C0199017,5,8900
2024/01/30,C2354,A0102001,5,6000
2024/01/30,C2354,A0102009,3,3744
2024/01/30,C2354,L0102002,8,1200
2024/01/30,C2354,M0101003,24,3840
2024/01/30,C2416,J0201007,11,2695
2024/01/30,C2416,J0299014,5,1325
2024/01/30,C2439,M0101001,12,3480
2024/01/30,C2459,A0102001,1,1370
2024/01/30,C2459,A0105004,3,450
2024/01/30,C2459,R1100,1,95
2024/01/30,C2553,A0101001,2,3060
2024/01/30,C2553,A0101003,1,1500
2024/01/30,C2553,A0102001,1,1370
2024/01/30,C2651,A0102009,2,2800
2024/01/30,C2651,I0599036,6,743
2024/01/30,C2651,J0599001,1,160
2024/01/30,C2651,M0101003,1,173
2024/01/30,C2651,M0101008,4,1820
2024/01/30,C2672,A0111002,15,16428
2024/01/30,C2693,A0102001,5,6600
2024/01/30,C2693,A0314001,2,44
2024/01/30,C2693,C0199027,3,2058
2024/01/30,C2693,D0103004,200,3800
2024/01/30,C2693,D0104002,60,1980
2024/01/30,C2693,D0199001,25,7500
2024/01/30,C2693,D0601002,60,2460
2024/01/30,C2693,F0102002,2,4000
2024/01/30,C2693,G0401004,5,1500
2024/01/30,C2693,M0101002,72,11376
2024/01/30,C2729,A0102003,5,7800
2024/01/30,C2729,F0102003,10,5000
2024/01/30,C2787,A0101001,8,11840
2024/01/30,C2787,B0104002,3,20400
2024/01/30,C2787,B0301076,12,3000
2024/01/30,C2787,D0201003,6,3750
2024/01/30,C2787,D0206001,4,4800
2024/01/30,C2787,D9999002,5,650
2024/01/30,C2787,F0101005,5,3000
2024/01/30,C2787,F0101043,5,3900
2024/01/30,C2787,G0502002,2,1980
2024/01/30,C2787,G0602004,1,1030
2024/01/30,C2787,H0105002,4,2040
2024/01/30,C2787,I0203005,12,16440
2024/01/30,C2787,I0503018,20,25400
2024/01/30,C2787,J0699009,3,2640
2024/01/30,C2787,K0301003,6,6060
2024/01/30,C2837,A0111023,1,1300
2024/01/30,C2837,D0103004,6,114
2024/01/30,C2837,D0206004,1,1100
2024/01/30,C2837,J0399033,6,1050
2024/01/30,C2868,H0401025,2,720
2024/01/30,C2868,J0501002,12,5100
2024/01/30,C2908,A0101007,1,1750
2024/01/30,C2908,A0314011,3,150
2024/01/30,C2908,D0101010,11,990
2024/01/30,C2923,A0101007,1,1750
2024/01/30,C2923,D0101010,10,670
2024/01/30,C2923,D0101011,10,790
2024/01/30,C2938,J0201012,4,1040
2024/01/30,C2938,J0499053,1,145
2024/01/30,C2938,J0501001,1,960
2024/01/30,C2938,K0101061,1,855
2024/01/30,C3009,A0102001,1,1370
2024/01/30,C3009,A0102009,1,1400
2024/01/30,C3009,C0102003,6,1080
2024/01/30,C3009,J9999045,1,390
2024/01/30,C3114,H0101013,1,340
2024/01/30,C3114,H0102002,2,580
2024/01/30,C3114,H0104002,3,2310
2024/01/30,C3114,I0299005,1,275
2024/01/30,C3115,B0401001,12,4320
2024/01/30,C3115,I0404007,2,580
2024/01/30,C3115,I0404014,2,700
2024/01/30,C3123,D0101009,20,1700
2024/01/30,C3123,R1100,1,95
2024/01/30,C3124,K0101047,2,2100
2024/01/30,C3124,R1100,1,95
2024/01/30,C3127,A0101007,2,3500
2024/01/30,C3127,B0205001,1,505
2024/01/30,C3127,R1107,0,0
2024/01/30,C3129,K0101162,6,3720
2024/01/30,C3130,K0101162,6,3720
2024/01/30,C3137,J0201012,18,4860
2024/01/30,C3137,P9999041,2,1400
2024/01/30,C3143,B0301027,6,2970
2024/01/30,C3145,A0313006,8,1480
2024/01/30,C3160,A0101003,1,1500
2024/01/30,C3160,D0102004,3,540
2024/01/30,C3160,D0601002,2,82
2024/01/30,C3160,J0699009,3,2640
2024/01/30,C3163,B0301027,3,1485
2024/01/30,C3163,D9999010,1,2500
2024/01/30,C3164,F0101043,5,4200
2024/01/30,C3186,P0109009,1,2500
2024/01/30,C3196,H0104002,2,1540
2024/01/30,C3196,R1100,1,95
2024/01/30,C3198,A0111023,2,2600
2024/01/30,C3198,D0501006,1,150
2024/01/30,C3198,L0102002,1,150
2024/01/30,C3198,R1110,0,0
2024/01/30,C3211,K0101061,2,1710
2024/01/30,C3211,K0101078,1,1650
2024/01/30,D1103,A0105008,3,5850
2024/01/30,D1103,A0105010,3,4350
2024/01/30,D1103,A0105012,5,8250
2024/01/30,D1103,A0105014,1,2100
2024/01/30,D1103,B0401001,3,1080
2024/01/30,D1103,D0104002,40,1440
2024/01/30,D1103,F0102003,1,500
2024/01/30,D1103,I0504003,2,600
2024/01/30,D1103,K0201014,1,305
2024/01/30,D1103,L0203004,1,900
2024/01/30,D1103,M0101002,5,850
2024/01/30,D1103,M0101011,1,400
2024/01/30,D1106,I0203005,6,8400
2024/01/30,D1113,A0102003,4,6240
2024/01/30,D1113,A0102009,1,1350
2024/01/30,D1228,A0102005,3,4350
2024/01/30,D1228,I0101002,2,1200
2024/01/30,D1228,I0101014,2,1300
2024/01/30,D1265,B0401001,24,8640
2024/01/30,D1265,B0904001,4,1600
2024/01/30,D1288,A0101087,1,1100
2024/01/30,D1288,A0102001,3,4110
2024/01/30,D1288,A0102019,2,2740
2024/01/30,D1288,I0101008,2,1200
2024/01/30,D1288,I0599010,8,3600
2024/01/30,D1300,I0101004,0,-200
2024/01/30,D1303,A0101001,2,3060
2024/01/30,D1303,A0101007,2,3500
2024/01/30,D1303,A0102001,2,2740
2024/01/30,D1303,A0102003,1,1610
2024/01/30,D1303,A0102009,2,2800
2024/01/30,D1303,A0102015,1,1900
2024/01/30,D1303,K0101138,2,1440
2024/01/30,D1409,G0601018,1,5200
2024/01/30,D1443,A0102009,1,1400
2024/01/30,D1504,A0101007,1,1750
2024/01/30,D1504,A0102015,1,1900
2024/01/30,D1504,D0102009,1,1800
2024/01/30,D1505,A0101007,1,1750
2024/01/30,D1505,A0102005,1,1450
2024/01/30,D1505,A0102009,1,1400
2024/01/30,D1505,D0601002,20,820
2024/01/30,D1505,D0601004,20,820
2024/01/30,D1531,A0101003,2,2900
2024/01/30,D1531,A0102001,2,2640
2024/01/30,D1531,L0302005,2,5714
2024/01/30,D1593,D0199001,2,560
2024/01/30,D1593,J0109008,4,2600
2024/01/30,D1638,A0101001,1,1530
2024/01/30,D1638,A0101007,2,3500
2024/01/30,D1638,A0314010,1,1125
2024/01/30,D1638,D0101009,10,670
2024/01/30,D1638,D0101010,20,1340
2024/01/30,D1638,D0101011,20,1580
2024/01/30,D1638,D0199001,5,1600
2024/01/30,D1654,C0104010,2,320
2024/01/30,D1654,G0601018,1,5200
2024/01/30,D1654,H0101017,4,1680
2024/01/30,D1654,I0299005,3,825
2024/01/30,D1704,B0301010,12,3840
2024/01/30,D1704,B0401001,12,3600
2024/01/30,D1704,B0904001,1,400
2024/01/30,D1704,D0401009,5,3750
2024/01/30,D1704,I0202002,2,980
2024/01/30,D1705,C0199017,7,12460
2024/01/30,D1743,B0401001,60,28576
2024/01/30,D1745,I0699005,1,1450
2024/01/30,D1745,R1108,0,0
2024/01/30,D1758,D0101009,80,5360
2024/01/30,D1758,D0101010,70,4690
2024/01/30,D1758,D0101011,20,1580
2024/01/30,D1758,D0699002,5,1000
2024/01/30,D1758,D9999002,10,1300
2024/01/30,D1758,D9999026,15,1200
2024/01/30,D1761,A0102003,1,1610
2024/01/30,D1761,A0102009,1,1400
2024/01/30,D1830,A0101001,2,3060
2024/01/30,D1830,B0904001,1,400
2024/01/30,D1880,A0101001,2,3060
2024/01/30,D1880,A0101007,1,1750
2024/01/30,D1880,B0203001,1,300
2024/01/30,D1880,B0205001,1,570
2024/01/30,D1880,D0601004,20,820
2024/01/30,D1880,H0104002,4,3080
2024/01/30,D1880,M0101002,4,680
2024/01/30,D1880,M0101003,2,346
2024/01/30,D1880,M0401001,4,2600
2024/01/30,D2066,K0101152,18,17100
2024/01/30,D2086,K0101162,6,3720
2024/01/30,E1161,K0101202,20,5100
2024/01/30,E1165,A0101001,1,1530
2024/01/30,E1165,A0101007,1,1750
2024/01/30,E1165,A0102005,1,1450
2024/01/30,E1177,A0101086,2,400
2024/01/30,E1177,I0201002,2,500
2024/01/30,E1177,L0102001,2,250
2024/01/30,E1177,M0101002,2,340
2024/01/30,E1177,M0101004,4,1520
2024/01/30,E1276,A0101001,1,1530
2024/01/30,E1276,A0101007,1,1750
2024/01/30,E1276,A0102001,3,3750
2024/01/30,E1276,L0299002,2,343
2024/01/30,E1279,D0601002,"1,000",38000
2024/01/30,E1443,D0103004,3,57
2024/01/30,E1443,D0103014,3,2670
2024/01/30,E1443,L0103001,15,735
2024/01/30,E1449,A0102005,1,1450
2024/01/30,E1530,B0401001,24,8640
2024/01/30,E1530,E0102006,1,1100
2024/01/30,E1530,G0602018,1,1250
2024/01/30,E1530,G0602046,1,1500
2024/01/30,E1541,A0101003,1,1500
2024/01/30,E1541,A0102013,1,1350
2024/01/30,E1541,L0102002,1,150
2024/01/30,E1541,R1108,0,0
2024/01/30,E1563,A0101001,1,1530
2024/01/30,E1563,D0102009,1,1800
2024/01/30,E1566,H0102002,2,580
2024/01/30,E1566,H0102004,2,480
2024/01/30,E1566,I0201006,2,320
2024/01/30,E1566,I0299005,2,550
2024/01/30,E1566,K0201071,1,1420
2024/01/30,E1571,B0401001,36,12960
2024/01/30,E1603,B0401001,12,4320
2024/01/30,E1603,D0101009,20,1700
2024/01/30,E1603,D0101010,10,850
2024/01/30,E1603,D0699002,2,420
2024/01/30,E1603,G0103020,2,1040
2024/01/30,E1618,A0105004,3,450
2024/01/30,E1618,D0101009,4,360
2024/01/30,E1618,F0301010,4,1480
2024/01/30,E1618,G0601007,1,1600
2024/01/30,E1618,M0101009,10,4550
2024/01/30,E1654,A0199006,6,4200
2024/01/30,E1654,J0201001,12,2640
2024/01/30,E1706,A0102001,1,1370
2024/01/30,E1706,A0102009,1,1150
2024/01/30,E1706,M0101001,5,1590
2024/01/30,E1706,M0101002,5,850
2024/01/30,E1712,A0101003,2,3000
2024/01/30,E1712,I0299005,2,550
2024/01/30,E1732,B0401001,24,8640
2024/01/30,E1732,H0101016,1,4200
2024/01/30,E1754,F0301010,10,3400
2024/01/30,E1769,H0601022,1,2200
2024/01/30,E1769,J0302001,2,1143
2024/01/30,E1796,I0599037,18,2430
2024/01/30,E1803,A0101001,2,3060
2024/01/30,E1803,M0401001,1,650
2024/01/30,E1805,D0101009,10,900
2024/01/30,E1805,J0599005,2,660
2024/01/30,E1805,R1116,0,0
2024/01/30,E1831,A0101001,4,6120
2024/01/30,E1831,A0101003,2,3000
2024/01/30,E1831,A0101013,1,1950
2024/01/30,E1831,B0901004,1,505
2024/01/30,E1831,I0507004,3,600
2024/01/30,E1831,J0699009,1,880
2024/01/30,E1831,L0102003,1,195
2024/01/30,E1831,L0103001,1,50
2024/01/30,E1851,A0101001,4,6120
2024/01/30,E1851,A0102009,2,2800
2024/01/30,E1851,A0102013,2,2700
2024/01/30,E1851,B0199009,10,8800
2024/01/30,E1851,D0102009,1,1800
2024/01/30,E1851,D0199024,2,520
2024/01/30,E1851,D9999002,3,390
2024/01/30,E1851,H0101009,3,990
2024/01/30,E1851,H0399003,1,1900
2024/01/30,E1851,I0504003,2,600
2024/01/30,E1851,L0102001,3,390
2024/01/30,E1851,L0102002,4,600
2024/01/30,E1851,L0103001,5,250
2024/01/30,E1851,L0199008,4,7000
2024/01/30,E1860,A0102001,1,1370
2024/01/30,E1860,B0401001,5,2100
2024/01/30,E1860,I0404010,2,1200
2024/01/30,E1860,J0201008,6,1470
2024/01/30,E1861,A0101001,1,1530
2024/01/30,E1861,B0901004,1,505
2024/01/30,E1861,E0202005,3,60
2024/01/30,E1861,L0102003,1,195
2024/01/30,E1861,L0103001,2,100
2024/01/30,E1861,L0201001,1,175
2024/01/30,E1861,M0101002,5,850
2024/01/30,E1861,M0101003,3,519
2024/01/30,E1861,M0101009,1,455
2024/01/30,E1861,R1111,0,0
2024/01/30,E1878,G0103009,1,660
2024/01/30,E1878,H0105002,2,1020
2024/01/30,E1878,I0599018,2,740
2024/01/30,E1878,I0599019,1,500
2024/01/30,E1882,B0199009,5,4950
2024/01/30,E1882,D0199020,1,187
2024/01/30,E1882,H0101017,2,840
2024/01/30,E1882,H0201007,1,135
2024/01/30,E1891,H0401022,4,3200
2024/01/30,E1893,D0199001,2,640
2024/01/30,E1893,D0601002,10,410
2024/01/30,E1893,D9999005,1,840
2024/01/30,E1893,G0103009,6,3960
2024/01/30,E1893,M0101002,3,510
2024/01/30,E1893,R1111,0,0
2024/01/30,E1893,R1116,0,0
2024/01/30,E1917,A0102001,2,2740
2024/01/30,E1917,B0601002,2,420
2024/01/30,E1917,M0101001,3,954
2024/01/30,E1926,C0107001,6,4260
2024/01/30,E1943,A0399049,2,480
2024/01/30,E1943,I0503006,2,800
2024/01/30,E1943,I0507004,2,400
2024/01/30,F1122,K0201028,48,81600
2024/01/30,F1140,A0108007,15,9214
2024/01/30,F1140,D0103014,1,890
2024/01/30,F1140,L0103001,5,245
2024/01/30,F1200,A0102001,11,15070
2024/01/30,F1200,A0107001,11,7810
2024/01/30,F1200,A0108007,5,3225
2024/01/30,F1200,L0102002,5,750
2024/01/30,F1201,D0103014,2,1780
2024/01/30,F1201,D0104002,20,720
2024/01/30,F1201,I0201005,1,2000
2024/01/30,F1201,I0504003,1,300
2024/01/30,F1212,A0102005,2,2900
2024/01/30,F1223,A0102009,3,4200
2024/01/30,F1223,L0103001,20,980
2024/01/30,F1233,A0108007,18,11057
2024/01/30,F1233,C0104014,1,850
2024/01/30,F1233,D0103009,80,3040
2024/01/30,F1233,D0106002,20,540
2024/01/30,F1233,H0201003,2,1640
2024/01/30,F1233,H0203003,1,4200
2024/01/30,F1233,H0301031,1,660
2024/01/30,F1233,K0301010,5,410
2024/01/30,F1233,L0103001,15,735
2024/01/30,F1252,A0108018,5,2850
2024/01/30,F1252,A0314006,2,1334
2024/01/30,F1252,D0601002,20,820
2024/01/30,F1252,K0301003,1,1040
2024/01/30,F1274,J0501001,1,960
2024/01/30,F1275,A0101001,11,16830
2024/01/30,F1275,A0108001,1,665
2024/01/30,F1275,A0108018,1,570
2024/01/30,F1275,B0104002,1,6800
2024/01/30,F1275,D0601002,20,820
2024/01/30,F1275,G0401004,2,600
2024/01/30,F1275,I0503006,6,2400
2024/01/30,F1275,L0103001,15,750
2024/01/30,F1312,A0108007,7,4515
2024/01/30,F1312,C0102001,2,1900
2024/01/30,F1314,A0108007,3,1843
2024/01/30,F1314,L0103003,1,120
2024/01/30,F1314,R1114,0,0
2024/01/30,F1359,I0599002,2,583
2024/01/30,F1410,A0111010,5,400
2024/01/30,F1452,A0108007,1,645
2024/01/30,F1452,D0103004,10,190
2024/01/30,F1452,D0106002,15,405
2024/01/30,F1452,R1114,0,0
2024/01/30,F1459,A0108007,6,3686
2024/01/30,F1524,H0101024,1,290
2024/01/30,F1524,H0102002,2,580
2024/01/30,F1524,H0109002,1,450
2024/01/30,F1524,H0399045,1,210
2024/01/30,F1524,R1114,0,0
2024/01/30,F1543,A0102001,3,3750
2024/01/30,F1543,E0102006,1,1100
2024/01/30,F1543,L0201001,1,175
2024/01/30,F1543,L0302005,1,2600
2024/01/30,F1625,A0107005,4,2520
2024/01/30,F1625,A0107019,10,6300
2024/01/30,F1625,L0102001,10,1300
2024/01/30,F1627,A0107003,1,648
2024/01/30,F1627,A0108001,1,633
2024/01/30,F1627,A0108032,2,1410
2024/01/30,F1627,B0202001,2,977
2024/01/30,F1627,B0401001,1,420
2024/01/30,F1627,D0106001,1,1370
2024/01/30,F1627,D0106002,20,500
2024/01/30,F1627,D0301003,1,852
2024/01/30,F1627,D9999002,2,248
2024/01/30,F1627,H0101024,1,276
2024/01/30,F1627,H0102002,1,276
2024/01/30,F1627,H0104002,1,733
2024/01/30,F1627,H0109002,1,429
2024/01/30,F1627,H0201007,3,386
2024/01/30,F1627,H0301031,1,660
2024/01/30,F1627,I0299040,1,1000
2024/01/30,F1627,L0102004,5,975
2024/01/30,F1627,L0103001,2,95
2024/01/30,F1627,L0201001,2,333
2024/01/30,F1662,A0102001,1,1370
2024/01/30,F1662,I0404007,1,290
2024/01/30,F1662,R1108,0,0
