品號 | SKU,品名 | Product Name,規格 | Specification,庫存單位 | Inventory Units,商品級別 | Product Grade,品牌類別 | Brand Category,保存天數 | Storage Days,備貨型態 | Inventory type,儲存溫層 | Storage temperature layer,失效日期 | Expiry Date
O0101029,大和製作所剝蛋殼機,,台,C級,大和製作所,0,客訂,常溫,
O0101030,大和製作所剝蛋殼機變壓器,,個,C級,大和製作所,0,客訂,常溫,
O0101031,大和製作所濾高湯機,,台,C級,大和製作所,0,客訂,常溫,
O0101032,大和製作所濾高湯機變壓器,,個,C級,大和製作所,0,客訂,常溫,
O0101033,大和製造所製麵機零件(轉盤),,組,C級,大和製作所,0,客訂,常溫,
O0101034,大和製造所製麵機零件(刻度零件),,組,C級,大和製作所,0,客訂,常溫,
O0101035,大和製造所製麵機零件(驅動齒輪),,組,C級,大和製作所,0,客訂,常溫,
O0101036,大和製造所製麵機零件(齒輪鍊條),,組,C級,大和製作所,0,客訂,常溫,
O0101037,大和製造所製麵機零件(調量鍊條),,組,C級,大和製作所,0,客訂,常溫,
O0101038,大和製造所製麵機零件(刀具鍊條),,組,C級,大和製作所,0,客訂,常溫,
O0101039,大和製造所自動散粉機,,組,C級,大和製作所,0,客訂,常溫,
O0101040,大和製造所製麵機用刀刃(12號),,個,C級,大和製作所,0,客訂,常溫,
O0101041,大和製造所製麵機用刀刃(18號),,個,C級,大和製作所,0,客訂,常溫,
O0101042,大和製作所YLS082I用發酵箱,,個,C級,大和製作所,0,客訂,常溫,
O0101043,大和製作所YLS082I用切麵輸送帶,,個,C級,大和製作所,0,客訂,常溫,
O0101044,大和製作所YLS082I用麵棍（木製）,,個,C級,大和製作所,0,客訂,常溫,
O0101045,大和製作所YLS082I用麵帶轉向棍,,個,C級,大和製作所,0,客訂,常溫,
O0101046,大和製造所製麵機用刀刃(16號),,個,C級,大和製作所,0,客訂,常溫,
O0101047,大和製作所製麵機YSB1284AS(00873用)麵條輸送帶,,組,C級,大和製作所,0,客訂,常溫,
O0101048,大和製作所製麵機YSB1284AS(00873用)壓克力板,,組,C級,大和製作所,0,客訂,常溫,
O0101049,大和製作所散粉機用控制面板(YLS082I),,組,C級,大和製作所,0,客訂,常溫,
O0101050,大和製作所YLS082I用馬達,,個,C級,大和製作所,0,客訂,常溫,
O0101051,大和製作所剝蛋殼機散水裝置零件,,個,C級,大和製作所,0,客訂,常溫,
O0101052,大和製作所製麵機YSB1284AS(00637用)壓克力板,,組,C級,大和製作所,0,客訂,常溫,
O0101053,大和製作所製麵機YSB1284AS(00637用)麵條輸送帶,,組,C級,大和製作所,0,客訂,常溫,
O0101054,大和製作所製麵機YSB1284AS(00637用)切麵輸送帶,,組,C級,大和製作所,0,客訂,常溫,
O0101055,大和製作所製麵機用刀刃(5號),件,個,C級,大和製作所,0,客訂,常溫,
O0201001,愛工舍老窖機(魯邦機)LV-30,,台,C級,愛工舍,0,客訂,常溫,
O0201002,愛工舍老窖機(魯邦機)LV-60,,台,C級,愛工舍,0,客訂,常溫,
O0201003,愛工舍攪拌機MS-50,,台,C級,愛工舍,0,客訂,常溫,
O0201004,愛工舍攪拌機MS-30,,台,C級,愛工舍,0,客訂,常溫,
O0202005,愛工舍MS-30/MS-50兼用攪拌盆,,個,C級,愛工舍,0,客訂,常溫,
O0202006,愛工舍MS-30/MS-50兼用攪拌球,,個,C級,愛工舍,0,客訂,常溫,
O0202007,愛工舍MS-30/MS-50兼用攪拌扇,,個,C級,愛工舍,0,客訂,常溫,
O0202008,愛工舍MS-50攪拌盆,,個,C級,愛工舍,0,客訂,常溫,
O0202009,愛工舍MS-50龍鉤,,個,C級,愛工舍,0,客訂,常溫,
O0202010,愛工舍MS-50攪拌扇,,個,C級,愛工舍,0,客訂,常溫,
O0202011,愛工舍LV-60攪拌棒,,式,C級,愛工舍,0,客訂,常溫,
O0202012,愛工舍AM-30球型攪拌棒,,個,C級,愛工舍,0,客訂,常溫,
O0202013,愛工舍MS-50攪拌球,,個,C級,愛工舍,0,客訂,常溫,
O0202014,愛工舍MS-30/MS-50兼用龍鉤,,個,C級,愛工舍,0,客訂,常溫,
O0202015,愛工舍MS-30攪拌盆,,個,C級,愛工舍,0,客訂,常溫,
O0202016,愛工舍MS-30龍鉤,,個,C級,愛工舍,0,客訂,常溫,
O0202017,愛工舍MS-30攪拌扇,,個,C級,愛工舍,0,客訂,常溫,
O0202018,愛工舍MS-30攪拌球,,個,C級,愛工舍,0,客訂,常溫,
O0202019,愛工舍AM-30攪拌扇,,個,C級,愛工舍,0,客訂,常溫,
O07,小型鰹節削片機組,組,組,A級,M'sNET YAMAK,0,常備,常溫,
O0701001,東亞工業小型自動餃子機,MA-G-1030(100V/65W),台,C級,東亞工業,0,客訂,常溫,
O0701002,東亞工業小型自動餃子機變壓器,,台,C級,東亞工業,0,客訂,常溫,
O0701003,東亞工業餃子機預備各零件,,組,C級,東亞工業,0,客訂,常溫,
O0701004,東亞工業餃子機環形切刀,,件,C級,東亞工業,0,客訂,常溫,
O0701005,東亞工業成形拖板樹脂加工,,件,C級,東亞工業,0,客訂,常溫,
O0801001,ACM淨水器MW-400,6台/箱,台,C級,ACM,0,客訂,常溫,
O0801002,ACM淨水器AW-500,6台/箱,台,C級,ACM,0,客訂,常溫,
P0101001,半斤超薄袋,60包/件,包,C級,塑膠袋,0,庫存售完後停售,常溫,
P0101002,1斤超薄袋,60包/件,包,C級,塑膠袋,0,庫存售完後停售,常溫,
P0101005,2斤超薄袋,60包/件,包,C級,塑膠袋,0,庫存售完後停售,常溫,
P0101010,5斤超薄袋,60包/件,包,C級,塑膠袋,0,庫存售完後停售,常溫,
P0101012,日本蛋糕圍邊(Tea Time紅),500個 / 1束,個,C級,和氣,0,庫存售完後停售,常溫,
P0101017,法國6色塑膠袋,600個/箱,箱,C級,東客包材,0,客訂PB,常溫,
P0102001,半斤耐熱捲袋,12捲/件,捲,C級,塑膠袋,0,庫存售完後停售,常溫,
P0102003,10斤耐熱捲袋,12捲/件,捲,C級,塑膠袋,0,常備,常溫,
P0102004,2斤耐熱捲袋,12捲/件,捲,C級,塑膠袋,0,庫存售完後停售,常溫,
P0102006,3斤耐熱捲袋,12捲/件,捲,C級,塑膠袋,0,常備,常溫,
P0103003,10斤透明袋,60包/件,包,C級,塑膠袋,0,庫存售完後停售,常溫,
P0103007,5斤透明袋,60包/件,包,C級,塑膠袋,0,庫存售完後停售,常溫,
P0108002,河洛保鮮膜 30cm*300m,30cm*300m  6支/箱,支,C級,器具儀器類,1825,常備,常溫,
P0108007,ANKOMN透明氣密罐1.2L,1.2L,罐,C級,器具儀器類,0,庫存售完後停售,常溫,
P0108008,ANKOMN半透黑真空罐0.6L,0.6L,罐,C級,器具儀器類,0,庫存售完後停售,常溫,
P0108009,ANKOMN半透黑真空罐1.2L,1.2L,罐,C級,器具儀器類,0,庫存售完後停售,常溫,
P0108010,ANKOMN透明氣密罐1.5L,1.5L,罐,C級,器具儀器類,0,庫存售完後停售,常溫,
P0108011,ANKOMN透明氣密罐2.4L,2.4L,罐,C級,器具儀器類,0,庫存售完後停售,常溫,
P0109001,D-11印刷PP袋‐B(折角寬度寬),120x110x330 mm/5000張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109002,A-17透明垃扱袋,800x900 mm/500張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109003,D-11 無印刷PP(B) MONGE用,120x110x330 mm/3000張/件,件,C級,禾順塑膠,730,客訂PB,常溫,
P0109004,(小)OPP袋,26x15 cm/3000張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109005,(中)OPP袋,25x20 cm/3000張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109006,PP(67) 高級吐司袋,38x12.2x12 cm/5000張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109007,A-9脆皮吐司袋(空白)無印刷,39x29 cm/2000張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109008,OPP墊紙(無印刷),29x39 cm/1000張/7包/箱,包,C級,禾順塑膠,1460,客訂PB,常溫,
P0109010,白袋子（M）A-1,28x15.5x9 cm/5000張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109011,J-12 吐司袋 JOHAN用,36x12.3x12 cm/2000張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109012,綠色手提袋(大) JOHAN用,44.5x30x10 cm/1000張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109013,手套,28 cm/4000張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109014,小牛角手提袋(小),36x24x6 cm/2000張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109015,藍色麵糰用袋,95x85 cm/500張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109016,A-3脆皮吐司袋(有印刷),39x28 cm/2000張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109017,小牛角手提袋(大),36x45x16 cm/1000張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0109018,LD材料袋(藍色),30x20 cm/2000張/件,件,C級,禾順塑膠,1460,客訂PB,常溫,
P0201006,哈雷杯(小),直徑6.6cm*高度5.1cm  200個/50包/箱,包,C級,器具儀器類,0,常備,常溫,
P0201007,哈雷杯(中),直徑9cm*高度5.5cm 500個/20包/箱,包,C級,器具儀器類,0,庫存售完後停售,常溫,
P0201008,義大利水果紙杯(大)P-M-185,480個/箱 底部直徑18.5cm,個,C級,器具儀器類,0,客訂,常溫,
P0201009,義大利水果紙杯(中)P-SE-5,200個/12條/箱 直徑11.5cm 高8.4cm,個,C級,器具儀器類,0,客訂,常溫,
P0201010,哈雷杯(次小),直徑5.5cm*高度4.7cm 500個/20包/箱,包,C級,器具儀器類,0,庫存售完後停售,常溫,
P0201018,德國雙面防沾烤盤紙60*40,500張/5包/箱,包,C級,器具儀器類,0,常備,常溫,
P0202003,堅美士風信子圖案蛋糕紙杯,直徑6.8cm 高3.3cm  200個/38條/箱,條,C級,器具儀器類,0,庫存售完後停售,常溫,
P0202010,油力士紙,55*79cm  1000張/箱,箱,C級,器具儀器類,1825,客訂,常溫,
P0203001,白報紙,,令,C級,器具儀器類,0,客訂,常溫,
P0204001,法國麵包袋,500入/件,件,C級,器具儀器類,0,常備,常溫,
P0401001,mini one紙袋(NO.1平口袋),1000張/箱,箱,C級,東客包材,0,客訂PB,常溫,
P0401002,mini one紙袋(NO.2平口袋),1000張/箱,箱,C級,東客包材,0,客訂PB,常溫,
P0401003,Johan 1號紙袋,500張/箱,箱,C級,東客包材,0,客訂PB,常溫,
P0401004,Johan 2號紙袋,500張/箱,箱,C級,東客包材,0,客訂PB,常溫,
P0401005,DONQ-4號紙袋,500張/箱,箱,C級,東客包材,0,客訂PB,常溫,
P0401006,DONQ5號紙袋,400張/箱,箱,C級,東客包材,0,客訂PB,常溫,
P0401007,JOHAN-4號紙袋,500張/箱,箱,C級,東客包材,0,客訂PB,常溫,
P0401008,JOHAN-5號紙袋,200張/箱,箱,C級,東客包材,0,客訂PB,常溫,
P9999004,文明堂 紙袋,,個,,文明堂,0,,常溫,
P9999008,訂做袋/白單面,14*19英吋剖一邊(攤開約70cm*50cm),KG,C級,器具儀器類,0,客訂,常溫,
P9999009,訂做袋/白單面,93cm*80cm,個,C級,器具儀器類,0,客訂,常溫,
P9999010,訂做袋/白單面,19英吋*60cm剖一邊(攤開約96cm*60cm),KG,C級,器具儀器類,0,客訂,常溫,
P9999013,脫氧劑,30cc/250P/40包/箱,包,C級,器具儀器類,730,常備,常溫,
P9999015,乾燥劑,3G/2500PC/桶,桶,C級,器具儀器類,180,常備,常溫,
P9999021,北原產業日本酒會餐盤蓋,250PCS/箱(成箱出貨),個,C級,北原產業,0,客訂,常溫,
P9999022,北原產業日本酒會餐盤,250PCS/箱(成箱出貨),個,C級,北原產業,0,客訂,常溫,
P9999025,千代田專屬包裝盒,,個,B級,千代田,0,非銷售品,常溫,
P9999033,訂做袋/白單面,(攤開46*62cm),KG,C級,器具儀器類,0,客訂,常溫,
P9999040,訂做袋/白單面,(攤開45*63cm),KG,C級,器具儀器類,0,客訂,常溫,
P9999041,W-PH保鮮墊250x350,50枚/14包/箱,包,C級,器具儀器類,0,常備,常溫,
P9999043,O-MED 黑禮盒,28*15*7.5cm,個,C級,器具儀器類,0,非銷售品,常溫,
P9999044,O-MED 黑禮盒包裝袋,25*29*9.5cm,個,C級,器具儀器類,0,非銷售品,常溫,
P9999046,橫井釀造水龍頭,20個/箱,個,B級,橫井釀造,0,客訂,常溫,
P9999048,AHA帆布65*150cm(常規備貨尺寸),,件,C級,器具儀器類,0,常備,常溫,
P9999051,不織布保冷劑20G(成箱銷售),750入/箱 20G/70mmx70mm,入,C級,特萊,0,常備,常溫,
P9999052,不織布保冷劑40G(成箱銷售),400入/箱 40G/70mmx100mm,入,C級,特萊,0,常備,常溫,
P9999053,不織布保冷劑60G(成箱銷售),250入/箱 60G/70mmx120mm,入,C級,特萊,0,常備,常溫,
P9999054,不織布保冷劑80G(成箱銷售),200入/箱 80G/70mmx140mm,入,C級,特萊,0,庫存售完後停售,常溫,
P9999055,尼龍塑膠保冷劑20G(成箱銷售),750入/箱 20G/ 70mmx70mm,入,C級,特萊,0,常備,常溫,
P9999056,尼龍塑膠保冷劑40G(成箱銷售),400入/箱 40G/70mmx100mm,入,C級,特萊,0,常備,常溫,
P9999057,尼龍塑膠保冷劑60G(成箱銷售),250入/箱 60G/70mmx120mm,入,C級,特萊,0,常備,常溫,
P9999058,尼龍塑膠保冷劑80G(成箱銷售),200入/箱 80G/70mmx140mm,入,C級,特萊,0,庫存售完後停售,常溫,
P9999063,尼龍塑膠保冷劑300G(成箱銷售),54入/箱 300G/140mmx190mm,入,C級,特萊,0,常備,常溫,
P9999066,訂做袋/白單面,(攤開40*60cm),KG,C級,器具儀器類,0,客訂,常溫,
P9999067,真空袋(空白)100℃,220mmx320mm 2200PCS/箱,PCS,,,0,非銷售品,常溫,
P9999072,乾燥紙片SD-3030K(30*30mm),500pcs/36包/箱,包,C級,器具儀器類,365,常備,常溫,
P9999074,AHA帆布55*120cm,,件,C級,器具儀器類,0,客訂,常溫,
P9999076,MONGE茶色貼紙,1000張/捆,捆,,東客包材,0,客訂PB,常溫,
P9999077,MONGE綠色貼紙,1000張/捆,捆,,東客包材,0,客訂PB,常溫,
P9999078,Monge膠帶,10個/捆,捆,,東客包材,0,客訂PB,常溫,
P9999079,AHA帆布53*120cm,53*120cm,件,C級,器具儀器類,0,客訂,常溫,
P9999080,AHA帆布57*120cm,57*120cm,件,C級,器具儀器類,0,客訂,常溫,
P9999081,蒙太古國王派專案包材組,50入/組,組,S+級,Montaigu,0,客訂,常溫,
P9999082,尼龍塑膠保冷劑100G(成箱銷售),170入/箱 100G/85mmx140mm,入,C級,特萊,0,常備,常溫,
P9999083,2026母親節女王皇冠,10入/組,組,A級,,0,非銷售品,常溫,
Q0199001,名店麵包大公開(野上智寬),,本,,書籍類,0,庫存售完後停售,常溫,
Q0199002,名店麵包大公開+DVD(野上智寬),,本,,書籍類,0,庫存售完後停售,常溫,
Q0199003,吐司麵包的烘焙技術,,本,,書籍類,0,庫存售完後停售,常溫,
Q0199005,麵包的神髓,,本,,書籍類,0,庫存售完後停售,常溫,
Q0199006,從酵母思考麵包的製作(志賀勝榮),,本,,書籍類,0,庫存售完後停售,常溫,
Q0199010,志賀勝榮的麵包-對美味的極致追求,,本,,書籍類,0,庫存售完後停售,常溫,
Q0199011,用科學方式了解麵包的為什麼,,本,,書籍類,0,庫存售完後停售,常溫,
Q0199012,每日麵包,,本,,書籍類,0,庫存售完後停售,常溫,
Q0199015,フランスパン・世界のパン本格製パン技術,,本,,書籍類,0,庫存售完後停售,常溫,
Q0199023,陳耀訓講習會影片USB,(含食譜跟外袋),組,,書籍類,0,庫存售完後停售,常溫,
Q0299,經典義大利甜點：表參道超人氣甜點主廚的四季甜點、盤飾與再創作,,本,,書籍類,0,庫存售完後停售,常溫,
Q0299003,幸福洋菓子：東京甜點主廚的馬卡龍筆記,,本,,書籍類,0,庫存售完後停售,常溫,
Q0399,義食之選,,本,,書籍類,0,庫存售完後停售,常溫,
Q0599001,手沖咖啡大全,,本,,書籍類,0,庫存售完後停售,常溫,
Q0599004,手沖咖啡大全2-完美萃取,,本,,書籍類,0,庫存售完後停售,常溫,
Q0699001,品味，從知識開始─日本設計天王打造百億暢銷品牌的美學思考術,,本,,書籍類,0,庫存售完後停售,常溫,
Q0699002,經典設計的誕生：設計品牌THE的不敗創意學,,本,,書籍類,0,庫存售完後停售,常溫,
R1100,運費,,件,C級,費用收入類,0,非銷售品,常溫,
R1101,賠償客戶費用,,件,,費用收入類,0,非銷售品,常溫,
R1102,進口費用,,件,,費用收入類,0,非銷售品,常溫,
R1103,廠商型錄,,本,,書籍類,0,非銷售品,常溫,
R1104,低溫運費,,件,,費用收入類,0,非銷售品,常溫,
R1105,7-11超商運費,,件,,費用收入類,0,非銷售品,常溫,
R1106,B2B 推廣免運,,件,,費用收入類,0,非銷售品,常溫,
R1107,業務同意免運,,件,,費用收入類,0,非銷售品,常溫,
R1108,缺貨補寄免運,,件,,費用收入類,0,非銷售品,常溫,
R1109,品牌免運,,件,,費用收入類,0,非銷售品,常溫,
R1110,分倉出貨免運,,件,,費用收入類,0,非銷售品,常溫,
R1111,單日合併單據免運,,件,,費用收入類,0,非銷售品,常溫,
R1112,內部疏失免運,,件,,費用收入類,0,非銷售品,常溫,
R1113,委外出貨異常免運,,件,,費用收入類,0,非銷售品,常溫,
R1114,區域免運,,件,,費用收入類,0,非銷售品,常溫,
R1115,業助同意免運,,件,,費用收入類,0,非銷售品,常溫,
R1116,分日出貨免運,,件,,費用收入類,0,非銷售品,常溫,
R1117,繁盛期調整免運,,件,,費用收入類,0,非銷售品,常溫,
R1118,調撥不及免運,,件,,費用收入類,0,非銷售品,常溫,
S1100,課程收入,,位,,費用收入類,0,非銷售品,常溫,
S1201,場租收入,,式,,費用收入類,0,非銷售品,常溫,
S1202,維修收入,,件,,費用收入類,0,非銷售品,常溫,
S1203,其他收入,,件,,費用收入類,0,非銷售品,常溫,
S1204,加工分切收入,,件,,費用收入類,0,非銷售品,常溫,
S1300,代付款,,件,,費用收入類,0,非銷售品,常溫,
S1401,銷貨折扣,,件,,費用收入類,0,非銷售品,常溫,
V0201002,燒鳥用角串(15cm),(2.7mm*2.7mm*15cm) 250支/20包/箱,包,C級,餐飲器具類,365,常備,常溫,
W0600007,苗林麵包祭帆布袋加掛飾,,組,,,0,,常溫,
W0600008,苗林麵包祭紀念T,,件,,,0,,常溫,
W0600009,苗林麵包祭野餐墊,,件,,,0,,常溫,
X0101099,清和軒 測試麵 ①,130g / 9球 / 15包 / 箱,球,,苗林製麵,14,客訂,常溫,
X010114130,清和軒 夢之力直麺 #14130,130g/9球/15包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X010114150,清和軒 夢之力直麵 #14150,150g/9球/15包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X010114160,清和軒 夢之力直麵 #14160,160g/9球/13包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X010114200,清和軒 夢之力直麵 #14200,200g/6球/4包/4盒/1箱,球,P級,苗林製麵,13,客訂,冷藏,
X010114240,清和軒 夢之力直麵 #14240,240g/6球/14包/1箱,球,P級,苗林製麵,13,客訂,冷藏,
X0101160,(停用)清和軒 夢之力 #14直麵,160g / 9球 / 15包 / 箱,球,,苗林製麵,14,客訂,冷藏,
X010120160,清和軒 夢之力直麵 #20160,160g/9球/13包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X0102130,(停用)清和軒 麵無双 #18直麵,130g / 9球 / 15包 / 箱,球,,苗林製麵,14,客訂,冷藏,
X0102150,(停用)清和軒 麵無双 #14直麵,150g / 9球 / 15包 / 箱,球,,苗林製麵,14,客訂,冷藏,
X0103150,(停用)清和軒 春戀 #18直麵,150g / 9球 / 15包 / 箱,球,,苗林製麵,14,客訂,冷藏,
X0104120,(停用)清和軒 白蓮 #20直麵,120g / 9球 / 15包 / 箱,球,,苗林製麵,14,客訂,冷藏,
X020114150,清和軒 麵無双直麵 #14150,150g/9球/15包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X020114200,清和軒 麵無双直麵 #14200,200g/6球/16包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X020118130,清和軒 麵無双直麵 #18130,130g/9球/4包/4盒/1箱,球,P級,苗林製麵,13,客訂,冷藏,
X020120130,清和軒 麵無双直麵 #20130,130g/9球/4包/4盒/1箱,球,P級,苗林製麵,13,客訂,冷藏,
X020124100,清和軒 麵無双細直麵 #24100,100g/12球/4包/4盒/1箱,球,P級,苗林製麵,13,客訂,冷藏,
X020124130,清和軒 麵無双細直麵 #24130,130g/9球/4包/4盒/1箱,球,P級,苗林製麵,13,客訂,冷藏,
X0203290,(停用)清和軒 白蓮 #8烏龍麵,290g / 15球 / 3層 / 箱,球,,苗林製麵,14,客訂,冷藏,
X030118130,清和軒 春韻直麵 #18130,130g/9球/4包/4盒/1箱,球,P級,苗林製麵,13,客訂,冷藏,
X030118150,清和軒 春韻直麵 #18150,150g/9球/14包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X030118200,清和軒 春韻直麵 #18200,200g/6球/16包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X030118260,清和軒 春韻直麵 #18260,260g/6球/3包/4盒/1箱,球,P級,苗林製麵,0,客訂,冷藏,
X030120130,清和軒 春韻直麵 #20130,130g/9球/4包/4盒/1箱,球,P級,苗林製麵,13,客訂,冷藏,
X040120120,清和軒 白蓮直麵 #20120,120g/9球/16包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X040120130,清和軒 白蓮直麵 #20130,130g/9球/16包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X040208290,清和軒 白蓮烏龍麵 #08290,290g/24球/2盒/1箱,球,P級,苗林製麵,13,客訂,冷藏,
X040220160,清和軒 白蓮烏龍麵 #20160,160g/9球/13包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X0601130,(停用)清和軒 台粉 #18直麵,130g / 9球 / 15包 / 箱,球,,苗林製麵,14,客訂,冷藏,
X0601160,(停用)清和軒 台粉 #18直麵,160g / 9球 / 15包 / 箱,球,,苗林製麵,14,客訂,冷藏,
X110118130,清和軒 台粉直麵 #18130,130g/9球/16包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X110118160,清和軒 台粉直麵 #18160,160g/9球/13包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X110120160,清和軒 台粉直麵 #20160,160g/9球/13包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X120505120,清和軒 杜蘭義大利麵Linguine #05120,120g/9球/16包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X120512240,清和軒 杜蘭義大利麵Spaghetti #12240,240g/6球/14包/箱,球,P級,苗林製麵,13,客訂,冷藏,
X120514260,清和軒 杜白義大利麵 #14260,260g/6球/12包/箱,球,,苗林製麵,13,客訂,冷藏,
X120915100,清和軒 杜蘭生麵帶 #1.5mm,100g/份,份,P級,苗林製麵,13,客訂,冷藏,
X9516888,清和軒 測試樣品,???g/球/???包,球,P級,苗林製麵,13,客訂,冷藏,
Y0101,簽單小詩籤_1月1日,,字,,溫聲語錄,0,,常溫,
Y0102,簽單小詩籤_1月2日,,字,,溫聲語錄,0,,常溫,
Y0103,簽單小詩籤_1月3日,,字,,溫聲語錄,0,,常溫,
Y0104,簽單小詩籤_1月4日,,字,,溫聲語錄,0,,常溫,
Y0105,簽單小詩籤_1月5日,,字,,溫聲語錄,0,,常溫,
Y0106,簽單小詩籤_1月6日,,字,,溫聲語錄,0,,常溫,
Y0107,簽單小詩籤_1月7日,,字,,溫聲語錄,0,,常溫,
Y0108,簽單小詩籤_1月8日,,字,,溫聲語錄,0,,常溫,
Y0109,簽單小詩籤_1月9日,,字,,溫聲語錄,0,,常溫,
Y0110,簽單小詩籤_1月10日,,字,,溫聲語錄,0,,常溫,
Y0111,簽單小詩籤_1月11日,,字,,溫聲語錄,0,,常溫,
Y0112,簽單小詩籤_1月12日,,字,,溫聲語錄,0,,常溫,
Y0113,簽單小詩籤_1月13日,,字,,溫聲語錄,0,,常溫,
Y0114,簽單小詩籤_1月14日,,字,,溫聲語錄,0,,常溫,
Y0115,簽單小詩籤_1月15日,,字,,溫聲語錄,0,,常溫,
Y0116,簽單小詩籤_1月16日,,字,,溫聲語錄,0,,常溫,
Y0117,簽單小詩籤_1月17日,,字,,溫聲語錄,0,,常溫,
Y0118,簽單小詩籤_1月18日,,字,,溫聲語錄,0,,常溫,
Y0119,簽單小詩籤_1月19日,,字,,溫聲語錄,0,,常溫,
Y0120,簽單小詩籤_1月20日,,字,,溫聲語錄,0,,常溫,
Y0121,簽單小詩籤_1月21日,,字,,溫聲語錄,0,,常溫,
Y0122,簽單小詩籤_1月22日,,字,,溫聲語錄,0,,常溫,
Y0123,簽單小詩籤_1月23日,,字,,溫聲語錄,0,,常溫,
Y0124,簽單小詩籤_1月24日,,字,,溫聲語錄,0,,常溫,
Y0125,簽單小詩籤_1月25日,,字,,溫聲語錄,0,,常溫,
Y0126,簽單小詩籤_1月26日,,字,,溫聲語錄,0,,常溫,
Y0127,簽單小詩籤_1月27日,,字,,溫聲語錄,0,,常溫,
Y0128,簽單小詩籤_1月28日,,字,,溫聲語錄,0,,常溫,
Y0129,簽單小詩籤_1月29日,,字,,溫聲語錄,0,,常溫,
Y0130,簽單小詩籤_1月30日,,字,,溫聲語錄,0,,常溫,
Y0131,簽單小詩籤_1月31日,,字,,溫聲語錄,0,,常溫,
Y0201,簽單小詩籤_2月1日,,字,,溫聲語錄,0,,常溫,
Y0202,簽單小詩籤_2月2日,,字,,溫聲語錄,0,,常溫,
Y0203,簽單小詩籤_2月3日,,字,,溫聲語錄,0,,常溫,
Y0204,簽單小詩籤_2月4日,,字,,溫聲語錄,0,,常溫,
Y0205,簽單小詩籤_2月5日,,字,,溫聲語錄,0,,常溫,
Y0206,簽單小詩籤_2月6日,,字,,溫聲語錄,0,,常溫,
Y0207,簽單小詩籤_2月7日,,字,,溫聲語錄,0,,常溫,
Y0208,簽單小詩籤_2月8日,,字,,溫聲語錄,0,,常溫,
Y0209,簽單小詩籤_2月9日,,字,,溫聲語錄,0,,常溫,
Y0210,簽單小詩籤_2月10日,,字,,溫聲語錄,0,,常溫,
Y0211,簽單小詩籤_2月11日,,字,,溫聲語錄,0,,常溫,
Y0212,簽單小詩籤_2月12日,,字,,溫聲語錄,0,,常溫,
Y0213,簽單小詩籤_2月13日,,字,,溫聲語錄,0,,常溫,
Y0214,簽單小詩籤_2月14日,,字,,溫聲語錄,0,,常溫,
Y0215,簽單小詩籤_2月15日,,字,,溫聲語錄,0,,常溫,
Y0216,簽單小詩籤_2月16日,,字,,溫聲語錄,0,,常溫,
Y0217,簽單小詩籤_2月17日,,字,,溫聲語錄,0,,常溫,
Y0218,簽單小詩籤_2月18日,,字,,溫聲語錄,0,,常溫,
Y0219,簽單小詩籤_2月19日,,字,,溫聲語錄,0,,常溫,
Y0220,簽單小詩籤_2月20日,,字,,溫聲語錄,0,,常溫,
Y0221,簽單小詩籤_2月21日,,字,,溫聲語錄,0,,常溫,
Y0222,簽單小詩籤_2月22日,,字,,溫聲語錄,0,,常溫,
Y0223,簽單小詩籤_2月23日,,字,,溫聲語錄,0,,常溫,
Y0224,簽單小詩籤_2月24日,,字,,溫聲語錄,0,,常溫,
Y0225,簽單小詩籤_2月25日,,字,,溫聲語錄,0,,常溫,
Y0226,簽單小詩籤_2月26日,,字,,溫聲語錄,0,,常溫,
Y0227,簽單小詩籤_2月27日,,字,,溫聲語錄,0,,常溫,
