品號 | SKU,品名 | Product Name,標準售價 | Standard Price | Giá chuẩn,中盤價 | Whole sale price |  Giá sỉ,成箱價 | Price per box
N9902008,【停售】高密度砧板40*30*2(平面),0,0,0
N9902009,【停售】高密度砧板55*30*2(紋路),0,0,0
N9902010,【停售】高密度砧板40*25*2(紋路),0,0,0
N9902011,【停售】高密度砧板170*93*4(平面),0,0,0
N9902012,【停售】高密度砧板180*120*3(平面),0,0,0
N9902013,【停售】高密度砧板150*65*3(平面),0,0,0
N9902014,【停售】高密度砧板 180*60*3(平面),"8,376",0,0
N9902015,【停售】高密度砧板 195*70*3(平面),0,0,0
N9902016,【停售】高密度砧板240*121*5(平面),0,0,0
N9902017,【停售】高密度砧板(平面/本色),0,0,0
N9902018,【停售】高密度砧板(平面/本色),"26,280",0,0
N9902019,【停售】高密度砧板(平面/本色),0,0,0
N9902020,【停售】高密度砧板(平面/本色),"6,625",0,0
N9902021,【停售】高密度砧板(平面/本色),"9,040",0,0
N9903001,O-Med瓶塞,0,0,0
N9903002,O-Med品油杯,0,0,0
N9904001,昭和宣傳品-磁鐵,0,0,0
N9904002,昭和宣傳品-LOGO形象板,0,0,0
N9904003,昭和麵粉紙袋,0,0,0
N9904004,NORDIA小瓷偶/帽子派對（霧面）,40,30,40
N9904005,NORDIA小瓷偶/豬豬大集合,40,30,40
N9904006,NORDIA小瓷偶/夏日水果（亮面）,40,30,40
N9904007,NORDIA小瓷偶/露營車,0,0,0
N9904008,NORDIA小瓷偶/茶壺,0,0,0
N9904009,NORDIA小瓷偶/時間的秘密（亮面）,40,30,40
N9904011,NORDIA小瓷偶/汪汪狗勾（霧面）,45,38,0
N9904012,NORDIA小瓷偶/泡芙,40,30,40
N9904013,NORDIA小瓷偶/閃電泡芙,40,30,40
N9904014,NORDIA小瓷偶/甜點,40,30,40
N9904015,NORDIA小瓷偶/甜點奇遇（亮面）,45,38,0
N9904016,NORDIA小瓷偶/豐盛早餐（亮面）,45,38,0
N9904017,NORDIA小瓷偶/嘟嘟小火車（霧面）,45,38,0
N9904018,NORDIA小瓷偶/小摩托冒險（霧面）,45,38,0
N9904019,NORDIA小瓷偶/百變鳥仔（霧面）,45,38,0
N9904020,NORDIA小瓷偶/節慶熊熊（亮面）,40,34,0
O0101001,大和製麵攪拌機YM5L,0,0,0
O0101002,大和製麵攪拌機YM5L海外預備零件,0,0,0
O0101003,大和製麵熟成庫YRR34CB,0,0,0
O0101004,大和製麵熟成庫YRR34CB海外預備零件,0,0,0
O0101005,真打製麵機YSB1284AS,0,0,0
O0101006,大和製造所製麵機YLM5062I,0,0,0
O0101007,大和製造所製麵機YLM5062I海外預備零件,0,0,0
O0101008,大和製造所製麵機YLM5062I變壓器,0,0,0
O0101009,大和製造所製麵機用刀刃(20號),0,0,0
O0101010,大和製造所製麵機用刀刃(14號),0,0,0
O0101011,大和製造所製麵機用刀刃(8號),0,0,0
O0101012,大和製造所製麵機零件(橡膠+擋麵板)2mm用,0,0,0
O0101013,大和製造所製麵機零件(橡膠+擋麵板)3mm用,0,0,0
O0101014,大和製造所製麵機用皮帶,0,0,0
O0101015,大和製造所製麵機YLM10062I用輪子,875,0,0
O0101016,大和製造所製麵機YSB1284AS(00873用)切麵輸送帶,0,0,0
O0101017,大和製造所製麵機YSB1284AS(00873用)切刀蓋板,0,0,0
O0101018,大和製造所製麵機YSB1284AS(00135)用升降台鍊條,"1,800",0,0
O0101019,大和製造所製麵機用橡膠壓環,215,0,0
O0101020,大和製造所製麵機YSB1284AS(00490用)切麵輸送帶,"35,000",0,0
O0101021,大和製造所烏龍麵濾網,"4,500",0,0
O0101022,大和製造所烏龍麵撈(竹製),450,0,0
O0101023,大和製造所炸什錦炸勺10cm*10cm,"1,150",0,0
O0101024,大和製造所炸什錦炸勺SKR-01(9cm*7cm),500,0,0
O0101025,大和製作所製麵機YLMA552310,0,0,0
O0101026,大和製作所製麵機YLMA552310變壓器,0,0,0
O0101027,大和製造所製麵機用刀刃(3號),0,0,0
O0101028,大和製造所製麵機YSB1284AS切麵輸送帶,"18,600",0,0
O0101029,大和製作所剝蛋殼機,0,0,0
O0101030,大和製作所剝蛋殼機變壓器,"22,000","17,000",0
O0101031,大和製作所濾高湯機,0,0,0
O0101032,大和製作所濾高湯機變壓器,"20,000","17,000",0
O0101033,大和製造所製麵機零件(轉盤),0,0,0
O0101034,大和製造所製麵機零件(刻度零件),0,0,0
O0101035,大和製造所製麵機零件(驅動齒輪),0,0,0
O0101036,大和製造所製麵機零件(齒輪鍊條),0,0,0
O0101037,大和製造所製麵機零件(調量鍊條),0,0,0
O0101038,大和製造所製麵機零件(刀具鍊條),0,0,0
O0101039,大和製造所自動散粉機,0,0,0
O0101040,大和製造所製麵機用刀刃(12號),0,0,0
O0101041,大和製造所製麵機用刀刃(18號),0,0,0
O0101042,大和製作所YLS082I用發酵箱,0,0,0
O0101043,大和製作所YLS082I用切麵輸送帶,0,0,0
O0101044,大和製作所YLS082I用麵棍（木製）,0,0,0
O0101045,大和製作所YLS082I用麵帶轉向棍,0,0,0
O0101046,大和製造所製麵機用刀刃(16號),0,0,0
O0101047,大和製作所製麵機YSB1284AS(00873用)麵條輸送帶,0,0,0
O0101048,大和製作所製麵機YSB1284AS(00873用)壓克力板,0,0,0
O0101049,大和製作所散粉機用控制面板(YLS082I),"14,100",0,0
O0101050,大和製作所YLS082I用馬達,0,0,0
O0101051,大和製作所剝蛋殼機散水裝置零件,"1,900",0,0
O0101052,大和製作所製麵機YSB1284AS(00637用)壓克力板,"2,090",0,0
O0101053,大和製作所製麵機YSB1284AS(00637用)麵條輸送帶,"11,810",0,0
O0101054,大和製作所製麵機YSB1284AS(00637用)切麵輸送帶,"15,355",0,0
O0101055,大和製作所製麵機用刀刃(5號),"41,615",0,0
O0201001,愛工舍老窖機(魯邦機)LV-30,"468,500",0,0
O0201002,愛工舍老窖機(魯邦機)LV-60,"578,500",0,0
O0201003,愛工舍攪拌機MS-50,0,0,0
O0201004,愛工舍攪拌機MS-30,0,0,0
O0202001,愛工舍MT-50槳狀攪拌器,0,0,0
O0202002,愛工舍MS-50安全罩備用零件,0,0,0
O0202003,愛工舍LV-60底部攪拌軸,"3,200",0,0
O0202004,愛工舍LV-60側邊刮板,"1,250",0,0
O0202005,愛工舍MS-30/MS-50兼用攪拌盆,0,0,0
O0202006,愛工舍MS-30/MS-50兼用攪拌球,0,0,0
O0202007,愛工舍MS-30/MS-50兼用攪拌扇,0,0,0
O0202008,愛工舍MS-50攪拌盆,0,0,0
O0202009,愛工舍MS-50龍鉤,0,0,0
O0202010,愛工舍MS-50攪拌扇,0,0,0
O0202011,愛工舍LV-60攪拌棒,0,0,0
O0202012,愛工舍AM-30球型攪拌棒,"15,000",0,0
O0202013,愛工舍MS-50攪拌球,0,0,0
O0202014,愛工舍MS-30/MS-50兼用龍鉤,0,0,0
O0202015,愛工舍MS-30攪拌盆,0,0,0
O0202016,愛工舍MS-30龍鉤,0,0,0
O0202017,愛工舍MS-30攪拌扇,0,0,0
O0202018,愛工舍MS-30攪拌球,0,0,0
O0202019,愛工舍AM-30攪拌扇,"12,000",0,0
O0301001,HAKURA麵包粉製作機PT300,"42,000",0,0
O0401001,KENWOOD全能料理機13K,0,0,0
O0401002,KENWOOD全能料理機(商用款)13K,"22,900",0,0
O0402001,KENWOOD小型多功能研磨器ZKM-GJ16,0,0,0
O0402002,KENWOOD食物絞碎配件KM-GJ01,0,0,0
O0402003,KENWOOD不銹鋼打蛋器ZKM-GJ45,0,0,0
O0402004,KENWOOD小型多功能研磨器-4件組(高速)KM-GJ16,0,0,0
O0402005,KENWOOD1.6公升果汁機配件ZKM-GJ14,0,0,0
O0402006,KENWOOD旋轉式切片/切絲配件ZKM-GJ08,0,0,0
O0402007,KENWOOD榨柳丁器配件ZKM-GJ17,0,0,0
O0501001,台灣福島QBZ凍藏發酵箱,0,0,0
O0601001,FELIZ石臼機FM-305,0,0,0
O0601002,FELIZ石臼機FM-305備用刷子,0,0,0
O0601003,FELIZ石臼機FM-305備用塑膠蓋,0,0,0
O07,小型鰹節削片機組,0,0,0
O0701001,東亞工業小型自動餃子機,0,0,0
O0701002,東亞工業小型自動餃子機變壓器,0,0,0
O0701003,東亞工業餃子機預備各零件,0,0,0
O0701004,東亞工業餃子機環形切刀,0,0,0
O0701005,東亞工業成形拖板樹脂加工,0,0,0
O0701006,東亞工業煎餃子機（1連）,"95,000","90,000",0
O0702001,RON煎餃子機,0,0,0
O0702002,RON煎餃子機變壓器(修改費),0,0,0
O0801001,ACM淨水器MW-400,"48,000","45,000",0
O0801002,ACM淨水器AW-500,"58,000","55,000",0
P0101001,半斤超薄袋,33,0,0
P0101002,1斤超薄袋,33,0,0
P0101003,10斤超薄袋,33,0,0
P0101004,15斤超薄袋(停售),37,0,0
P0101005,2斤超薄袋,33,0,0
P0101006,20斤超薄袋,34,0,0
P0101007,3斤超薄袋,33,0,0
P0101008,30斤超薄袋,33,0,0
P0101009,4兩超薄袋,33,0,0
P0101010,5斤超薄袋,33,0,0
P0101011,6兩超薄袋,33,0,0
P0101012,日本蛋糕圍邊(Tea Time紅),4,4,0
P0101013,亞尼克蛋糕圍邊-文字6cm*60cm,4,0,0
P0101014,亞尼克蛋糕圍邊-文字8cm*70cm,5,0,0
P0101015,亞尼克蛋糕圍邊-茶壺6cm*60cm,4,0,0
P0101016,亞尼克蛋糕圍邊-茶壺8cm*70cm,5,0,0
P0101017,法國6色塑膠袋,"2,700",0,0
P0102001,半斤耐熱捲袋,165,0,0
P0102002,1斤耐熱捲袋,165,0,0
P0102003,10斤耐熱捲袋,195,0,0
P0102004,2斤耐熱捲袋,165,0,0
P0102005,20斤耐熱捲袋,165,0,0
P0102006,3斤耐熱捲袋,195,161,0
P0102007,30斤耐熱捲袋,165,0,0
P0102008,【停售】5斤耐熱捲袋,195,0,0
P0102009,六兩耐熱捲袋,165,0,0
P0102010,20斤耐熱袋,33,0,0
P0102011,6兩耐熱捲袋,165,0,0
P0102012,4兩耐熱捲袋,250,0,0
P0102013,【停售】HEIKO HDPE塑膠袋NO.912(12號)無紐 200枚,66,58,0
P0103001,半斤透明袋,33,0,0
P0103002,1斤透明袋,33,0,0
P0103003,10斤透明袋,45,0,0
P0103004,15斤透明袋(停售),45,0,0
P0103005,2斤透明袋,35,0,0
P0103006,3斤透明袋,33,0,0
P0103007,5斤透明袋,33,0,0
P0103008,20斤透明袋,0,0,0
P0103009,3兩透明袋,0,0,0
P0103010,4兩透明袋,0,0,0
P0103011,6兩透明袋,33,0,0
P0103012,苗林自營品牌商品分裝袋（有夾鏈）,0,0,0
P0103013,苗林自營品牌商品分裝袋（無夾鏈）,0,0,0
P0104001,1斤透明捲袋,165,0,0
P0104002,6兩透明捲袋,165,0,0
P0105001,丸何半斤花袋,25,0,0
P0105002,丸何1斤花袋,25,0,0
P0105003,丸何10斤花袋,25,0,0
P0105004,丸何2斤花袋,25,0,0
P0105005,丸何3斤花袋,25,0,0
P0105006,丸何5斤花袋,25,0,0
P0105007,丸何6兩花袋,25,0,0
P0105008,丸何7斤花袋,25,0,0
P0106001,明豐6兩花袋,18,0,0
P0106002,明豐半斤花袋,25,0,0
P0106003,明豐1斤花袋,21,0,0
P0106004,明豐2斤花袋,21,0,0
P0106005,明豐3斤花袋,21,0,0
P0106006,明豐5斤花袋,21,0,0
P0106007,明豐4兩白花袋,25,0,0
P0106008,明豐4兩花袋,21,0,0
P0107001,30斤垃圾袋-停止進貨停用,50,0,0
P0107002,40斤垃圾袋-停止進貨停用,50,0,0
P0107003,50斤垃圾袋-本色(停售),50,0,0
P0107004,50斤垃圾袋-黑色(停售),50,0,0
P0108001,南亞保鮮膜(小),30,0,0
P0108002,河洛保鮮膜 30cm*300m,320,0,0
P0108003,河洛保鮮膜 45cm*600m,700,0,0
P0108004,【停售】日立藍色保鮮膜 45cm*50m(廠商停售),240,0,220
P0108005,【停售】日立藍色保鮮膜 30cm*100m(廠商停售),240,220,0
P0108006,ANKOMN透明氣密罐0.6L,360,0,340
P0108007,ANKOMN透明氣密罐1.2L,400,0,365
P0108008,ANKOMN半透黑真空罐0.6L,600,550,0
P0108009,ANKOMN半透黑真空罐1.2L,660,620,0
P0108010,ANKOMN透明氣密罐1.5L,550,0,510
P0108011,ANKOMN透明氣密罐2.4L,600,0,550
P0109001,D-11印刷PP袋‐B(折角寬度寬),"4,000",0,4000
P0109002,A-17透明垃扱袋,"2,190",0,0
P0109003,D-11 無印刷PP(B) MONGE用,"2,630",0,2630
P0109004,(小)OPP袋,"2,250",0,0
P0109005,(中)OPP袋,"2,490",0,0
P0109006,PP(67) 高級吐司袋,"5,150",0,0
P0109007,A-9脆皮吐司袋(空白)無印刷,"1,120",0,0
P0109008,OPP墊紙(無印刷),940,0,0
P0109009,【停售】法國袋(大) -6色印刷(廠商停售),"2,500",0,0
P0109010,白袋子（M）A-1,"1,100",0,0
P0109011,J-12 吐司袋 JOHAN用,"1,420",0,0
P0109012,綠色手提袋(大) JOHAN用,"2,510",0,0
P0109013,手套,"1,520",0,0
P0109014,小牛角手提袋(小),"2,260",0,0
P0109015,藍色麵糰用袋,"2,190",0,0
P0109016,A-3脆皮吐司袋(有印刷),"1,260",0,0
P0109017,小牛角手提袋(大),"2,510",0,0
P0109018,LD材料袋(藍色),"1,580",0,0
P0201001,進口高級麵包紙襯 (長型橢圓) P-IK-IF-S-170X65,2,0,0
P0201002,進口高級麵包紙襯 (小圓) P-IK-IF-S-R100,2,0,0
P0201003,進口高級麵包紙襯 (大圓) P-IK-IF-S-R120,2,0,0
P0201004,烘烤盒M-170 (7後) P-M-170 17*6.5cm,33,0,0
P0201005,超耐熱烘烤模 花型低,72,0,0
P0201006,哈雷杯(小),250,0,0
P0201007,哈雷杯(中),810,0,794
P0201008,義大利水果紙杯(大)P-M-185,28,0,0
P0201009,義大利水果紙杯(中)P-SE-5,15,12,0
P0201010,哈雷杯(次小),495,0,480
P0201011,超耐熱烘烤模 (長橢圓),0,0,0
P0201012,超耐熱烘烤模 方型,0,0,0
P0201013,德國雙面防沾烤盤紙60*40-改規格品號停用,"3,000","2,500",0
P0201014,超耐熱烤模TPX-KOUGLOF-85新(小),62,0,0
P0201015,超耐熱烤模花型高(新),75,0,0
P0201016,螺紋烤模TX-88X35(咖啡),0,0,0
P0201017,螺紋烤模TX-96X35(咖非),0,0,0
P0201018,德國雙面防沾烤盤紙60*40,"1,800","1,530",0
P0201019,義大利天霸王紙杯(6右2)SE-26,0,0,0
P0202001,特圓蒸包子用紙-規格重複停用,100,0,0
P0202002,特圓蒸包子用紙-規格重複停用,100,0,0
P0202003,堅美士風信子圖案蛋糕紙杯,220,0,0
P0202004,9台吋不含臘防油紙墊,220,0,0
P0202005,焙美士紙,100,0,0
P0202006,防油紙杯,80,0,0
P0202007,【停售】油力士紙,"2,650",0,0
P0202008,11台吋不含臘防油紙墊,350,0,0
P0202009,環保烤盤紙60*42cm,"2,000",0,0
P0202010,油力士紙,"3,500",0,0
P0203001,白報紙,"1,400",0,0
P0203002,60磅中興牛皮紙(停售),"1,850",0,0
P0203003,60磅中興牛皮紙,"1,850",0,0
P0203004,牛皮紙(誠心),"1,920",0,0
P0203005,50磅中興牛皮紙,"1,920",0,0
P0203006,50磅中興牛皮紙,"1,950",0,0
P0204001,法國麵包袋,"1,630",0,0
P0401001,mini one紙袋(NO.1平口袋),"1,750",0,0
P0401002,mini one紙袋(NO.2平口袋),"2,100",0,0
P0401003,Johan 1號紙袋,900,0,0
P0401004,Johan 2號紙袋,"1,000",0,0
P0401005,DONQ-4號紙袋,"2,075",0,0
P0401006,DONQ5號紙袋,"2,240",0,0
P0401007,JOHAN-4號紙袋,"2,075",0,0
P0401008,JOHAN-5號紙袋,"1,420",0,0
P10000,L'Opera克力轉印模,0,0,0
P9999,L'Opera封口條,0,0,0
P9999001,帆布65*150cm-材質更換停用,250,0,0
P9999002,粽繩,140,0,0
P9999003,粽葉,"4,500",0,0
P9999004,文明堂 紙袋,0,0,0
P9999005,麵粉小型展示袋,0,0,0
P9999006,麵粉大型展示袋,0,0,0
P9999007,果盆袋,80,0,0
P9999008,訂做袋/白單面,100,0,0
P9999009,訂做袋/白單面,7,0,0
P9999010,訂做袋/白單面,100,0,0
P9999011,飯糰紙,170,0,0
P9999012,甜粄紙(薄),100,0,0
P9999013,脫氧劑,100,0,0
P9999014,乾燥劑,"1,600",0,0
P9999015,乾燥劑,"1,800",0,0
P9999016,塑膠花,160,0,0
P9999017,鋁箔紙,100,0,0
P9999018,K cryopak保冷墊60*42cm,800,0,0
P9999019,保冷袋(鋁箔保溫棉)250*70*220*2mm,28,0,0
P9999020,帆布45*150cm-材質更換停用,250,0,0
P9999021,北原產業日本酒會餐盤蓋,31,0,0
P9999022,北原產業日本酒會餐盤,29,0,0
P9999023,帆布55*150cm-材質更換停用,0,0,0
P9999024,帆布70*140cm-材質更換停用,0,0,0
P9999025,千代田專屬包裝盒,100,0,0
P9999026,帆布60*120cm(精煉) 廠商轉換停用,280,0,0
P9999027,MSM 鐵桶20L,0,0,0
P9999028,MSM PET塑膠罐 2L,0,0,0
P9999029,MSM PET塑膠罐 4L,0,0,0
P9999030,MSM 鋁箔裝油袋15L,0,0,0
P9999031,帆布65*150cm(精煉)(常規備貨尺寸)品號轉換停用,280,0,0
P9999032,帆布66*136cm(精煉)廠商轉換停用,280,0,0
P9999033,訂做袋/白單面,85,0,0
P9999034,紙箱,0,0,0
P9999035,海報,0,0,0
P9999036,帆布44*150cm(精煉)廠商轉換停用,0,0,0
P9999037,帆布44*150cm-材質更換停用,0,0,0
P9999038,帆布74*138cm(精煉)廠商轉換停用,280,0,0
P9999039,帆布48*180cm(精煉)廠商轉換停用,280,0,0
P9999040,訂做袋/白單面,100,0,0
P9999041,W-PH保鮮墊250x350,700,455,630
P9999042,帆布50*100cm(精煉)廠商轉換停用,280,0,0
P9999043,O-MED 黑禮盒,71,0,0
P9999044,O-MED 黑禮盒包裝袋,24,0,0
P9999045,帆布50*120cm廠商轉換停用,0,0,0
P9999046,橫井釀造水龍頭,70,50,60
P9999047,【停售】AHA帆布58*160cm,370,0,0
P9999048,AHA帆布65*150cm(常規備貨尺寸),280,260,280
P9999049,瑞旭彩色印刷 小插旗2.7*4.5公分 (布瑟麵粉專用),0,0,0
P9999050,國王派包材組合,50,0,0
P9999051,不織布保冷劑20G(成箱銷售),2,1,0
P9999052,不織布保冷劑40G(成箱銷售),3,2,0
P9999053,不織布保冷劑60G(成箱銷售),4,3,0
P9999054,不織布保冷劑80G(成箱銷售),5,3,0
P9999055,尼龍塑膠保冷劑20G(成箱銷售),1,1,0
P9999056,尼龍塑膠保冷劑40G(成箱銷售),2,1,0
P9999057,尼龍塑膠保冷劑60G(成箱銷售),3,2,0
P9999058,尼龍塑膠保冷劑80G(成箱銷售),3,2,0
P9999059,【停售】尼龍塑膠保冷劑100G(入數變更停用),4,3,0
P9999060,HEIKO麵包袋,100,0,0
P9999061,HEIKO麵包袋,145,0,0
P9999062,【停售】尼龍塑膠保冷劑200G,10,6,0
P9999063,尼龍塑膠保冷劑300G(成箱銷售),12,10,0
P9999064,AHA帆布50*120cm(停售),260,230,260
P9999065,AHA帆布44*150cm(停售),260,230,260
P9999066,訂做袋/白單面,85,0,0
P9999067,真空袋(空白)100℃,0,0,0
P9999068,【停售】FT標準型脫氧劑20cc,100,0,95
P9999069,【停售】FT標準型脫氧劑50cc,100,0,95
P9999070,【停售】FT標準型脫氧劑100cc,90,0,80
P9999071,【停售】FT標準型脫氧劑200cc,90,0,80
P9999072,乾燥紙片SD-3030K(30*30mm),400,280,350
P9999073,乾燥紙片SD-4040K(40*40mm),670,450,600
P9999074,AHA帆布55*120cm,350,310,0
P9999075,【停售】尼龍塑膠保冷劑100G(廠商規格轉換),4,0,0
P9999076,MONGE茶色貼紙,250,0,0
P9999077,MONGE綠色貼紙,470,0,0
P9999078,Monge膠帶,880,0,0
P9999079,AHA帆布53*120cm,350,0,0
P9999080,AHA帆布57*120cm,350,0,0
P9999081,蒙太古國王派專案包材組,"5,000",0,0
P9999082,尼龍塑膠保冷劑100G(成箱銷售),4,0,0
P9999083,2026母親節女王皇冠,55,0,0
Q0199,麵包科學,400,0,0
Q0199001,名店麵包大公開(野上智寬),336,0,0
Q0199002,名店麵包大公開+DVD(野上智寬),400,0,0
Q0199003,吐司麵包的烘焙技術,441,0,0
Q0199004,挑戰麵包的無限可能(成瀨正),400,0,0
Q0199005,麵包的神髓,945,0,0
Q0199006,從酵母思考麵包的製作(志賀勝榮),452,0,0
Q0199007,Bon pain之道 (仁瓶利夫),"2,310",0,0
Q0199008,歐式麵包的下個世代,630,0,0
Q0199009,不起眼的美味2(胡志宗),"1,000",0,0
Q0199010,志賀勝榮的麵包-對美味的極致追求,336,0,0
Q0199011,用科學方式了解麵包的為什麼,336,0,0
Q0199012,每日麵包,504,0,0
Q0199013,麵包食事,820,0,0
Q0199014,吳寶春的麵包秘笈,0,0,0
Q0199015,フランスパン・世界のパン本格製パン技術,"1,680",0,0
Q0199016,挑戰麵包的無限可能-品號重複停用,400,0,0
Q0199017,法式長棍麵包的烘焙技術,399,0,0
Q0199018,吐司麵包的烘焙技術,399,0,0
Q0199019,Bakery Book,0,0,0
Q0199020,DONQ傳授 法國麵包、世界麵包、本格製麵包技術(增補版),"1,590",0,0
Q0199021,DONQ傳授 法國麵包、世界麵包、本格製麵包技術,0,0,0
Q0199022,邁向Bon Pain好麵包之道,"1,048",0,0
Q0199023,陳耀訓講習會影片USB,"1,000",0,0
Q0199024,野上智寬的麵包全圖解,680,0,0
Q0199025,【停售】Panettone & Pandoro 義大利水果麵包&黃金麵包 (佐藤廣樹),960,0,0
Q0299,經典義大利甜點：表參道超人氣甜點主廚的四季甜點、盤飾與再創作,473,0,0
Q0299001,用科學方式瞭解糕點的為什麼?,420,0,0
Q0299002,小確幸我的手作甜點日記,263,0,0
Q0299003,幸福洋菓子：東京甜點主廚的馬卡龍筆記,294,0,0
Q0299004,法式經典甜點，貴氣金磚蛋糕：費南雪,252,0,0
Q0299005,童話中的創意菓子,0,0,0
Q0299006,歐洲街道甜點,0,0,0
Q0299007,菓子大冒險,0,0,0
Q0299008,偉人喜愛的甜點,0,0,0
Q0299009,世界甜點節慶,0,0,0
Q0299010,電影中的創意菓子,0,0,0
Q0399,義食之選,0,0,0
Q0399001,調味料便利冊,0,0,0
Q0499001,巨匠的技與心,0,0,0
Q0499002,4大名家傳授160道板前割烹の前菜及酒餚,630,0,0
Q0499003,不況でも繁盛するラーメン・うどん・そば店の教科書 英語版,0,0,0
Q0499004,究極ラーメン 麺を科学した新製麺術 英語版,0,0,0
Q0499005,誰も教えたがらないラーメンの大和流スープ基礎編 英語版,0,0,0
Q0599001,手沖咖啡大全,315,0,0
Q0599002,麵包料理：77種令人怦然心動的麵包吃法！把麵包當做白飯，從輕食、湯品、醬料到家常料理，在家就能做出咖啡館style的美味,324,0,0
Q0599003,麵包科學‧實作版：無需攪拌機，將專業秘訣簡單化，粉‧水‧酵母‧鹽，關於麵包480個步驟知識與技巧，從最初最基本的麵包製作,0,0,0
Q0599004,手沖咖啡大全2-完美萃取,0,0,0
Q0699001,品味，從知識開始─日本設計天王打造百億暢銷品牌的美學思考術,0,0,0
Q0699002,經典設計的誕生：設計品牌THE的不敗創意學,0,0,0
R1100,運費,143,0,0
R1101,賠償客戶費用,0,0,0
R1102,進口費用,0,0,0
R1103,廠商型錄,0,0,0
R1104,低溫運費,238,0,0
R1105,7-11超商運費,0,0,0
R1106,B2B 推廣免運,143,0,0
R1107,業務同意免運,143,0,0
R1108,缺貨補寄免運,143,0,0
R1109,品牌免運,95,0,0
R1110,分倉出貨免運,95,0,0
R1111,單日合併單據免運,95,0,0
R1112,內部疏失免運,95,0,0
R1113,委外出貨異常免運,95,0,0
R1114,區域免運,95,0,0
R1115,業助同意免運,95,0,0
R1116,分日出貨免運,94,0,0
R1117,繁盛期調整免運,95,0,0
R1118,調撥不及免運,95,0,0
S1100,課程收入,"1,905",0,0
S1101,代工-原味漢堡麵包,20,0,0
S1102,代工-五穀漢堡麵包,20,0,0
S1201,場租收入,0,0,0
S1202,維修收入,0,0,0
S1203,其他收入,0,0,0
S1204,加工分切收入,0,0,0
S1300,代付款,0,0,0
S1401,銷貨折扣,1,0,0
S1402,shopline會員點數折現,0,0,0
S1403,shopline會員購物金,0,0,0
S1404,shopline自訂折扣,0,0,0
S1405,蝦皮-買家支付運費,0,0,0
S1406,蝦皮-補助運費,0,0,0
S1407,蝦皮-蝦幣折抵,0,0,0
S1408,蝦皮-賣家折扣券,0,0,0
S1409,蝦皮-蝦皮折扣券,0,0,0
S1410,蝦皮-成交手續費,0,0,0
S1411,蝦皮-金流服務費,0,0,0
S2,收入類別業內收入(貼紙),0,0,0
S2100,貼紙-日清山茶花強力粉,2,0,0
S2101,貼紙-日清百合花法國粉,2,0,0
S2102,貼紙-日清山茶花(特)強力粉,2,0,0
S2103,貼紙-日清紫蘿蘭薄力粉,2,0,0
S2104,貼紙-日清紫蘿蘭(特)薄力粉,2,0,0
S2105,貼紙-日清SK特高筋粉,2,0,0
S2106,貼紙-日清傳奇強力粉,2,0,0
S2107,貼紙-日清法國小麥法國粉,2,0,0
S2108,貼紙-日清裸麥細挽全粒粉,2,0,0
S2109,貼紙-日清傳奇強力粉,2,0,0
S2110,貼紙-日清裸麥細挽全粒粉,2,0,0
S2111,貼紙-日清裸麥中挽全粒粉,2,0,0
S2112,貼紙-日清裸麥粗挽全粒粉,2,0,0
S2113,貼紙-日清全麥粗粉,2,0,0
S2114,貼紙-日清純裸麥粉,2,0,0
S2115,貼紙-日清全麥細粉,2,0,0
S2116,貼紙-日清超級全麥高筋粉,2,0,0
S2117,貼紙-日清超級全麥低筋粉,2,0,0
S2118,貼紙-日清MK專用粉,2,0,0
S2119,貼紙-日清杜蘭小麥麵粉,2,0,0
S2120,貼紙-日清特NO.1,2,0,0
S2121,貼紙-日清全粒粉D,2,0,0
S2122,貼紙-昭和CDC法國麵包專用粉,2,0,0
S2123,貼紙-昭和先峰特高筋粉,2,0,0
S2124,貼紙-昭和高級蛋糕粉,2,0,0
S2125,貼紙-昭和埃及艷后蛋糕粉,2,0,0
S2126,貼紙-昭和霓虹土司專用粉,2,0,0
S2127,貼紙-昭和特級霓虹,2,0,0
S2128,貼紙-昭和月桂冠蛋糕粉,2,0,0
S2129,貼紙-昭和白蓮日本麵用粉,2,0,0
S2130,貼紙-昭和金蘭中華麵用粉,2,0,0
S2131,貼紙-昭和天皇星甜麵包專用,2,0,0
S2132,貼紙-昭和PF法國小麥法國粉,2,0,0
S2133,貼紙-昭和赤霓虹,2,0,0
S2134,貼紙-昭和北海道100麵粉,2,0,0
S2135,貼紙-昭和加拿大小麥高筋粉,2,0,0
S2136,貼紙-昭和製麵用手打粉303,2,0,0
S2137,貼紙-昭和製麵用手打粉202,2,0,0
S2138,貼紙-昭和翔中華麵用粉,2,0,0
S2139,貼紙-昭和麵太鼓日本麵用粉,2,0,0
S2140,貼紙-昭和Bruciare熱力小麥粉,2,0,0
S2141,貼紙-昭和C Blanc菓子用小麥粉,2,0,0
S2142,貼紙-木田製粉北海道夢之力,2,0,0
S2143,貼紙-香草莢,0,0,0
S2144,shopline包裝紙盒,0,0,0
T1101,雞肉沙拉,84,0,0
T1102,蔬菜沙拉,70,0,0
T1201,苗林選品桑葚醬,0,0,0
T1301001,蒙地安巧克力-黑巧,50,0,0
T1301002,蒙地安巧克力-白巧,50,0,0
T1301003,蒙地安巧克力-小,32,0,0
U0101001,Le Gout法國布瑟長棍(停售),71,0,0
U0101002,Le Gout酸麵包,128,0,0
