客戶代號 | Customer Code,客戶簡稱 | Customer Short Name,統一編號 | Tax ID | gst_number,業務員 | Salesperson,業務助理名稱 | Sales Assistant Name,客戶(集團)分級 | Customer Grade,通路別 | Channel Type,型態別 | Business Type,地區別 | Geographical distinction,送貨地址 | Shipping Address,TEL_NO(一) | mobile,TEL_NO(二) | company_phone,交易條件 | Payment Terms,最近交易 | last_transaction_at,歇業日期 | Business Closure Date,指定庫別名稱 | designated_warehouse_name
M1467,比歐旅館,54638055,苗實,,C級客戶,飯店業,商務旅館,高雄市,高雄市新興區中山一路14之26號,07-2817900#204,,月結30天,20230321,,
M1468,(停)Cafe del sol-漢神巨蛋,50786981,陳錄弦,,C級客戶,飲品咖啡店,咖啡店,高雄市,高雄市左營區博愛二路777號8樓(漢神巨蛋),0936-656525,0939-266473范家豪,月結30天,20200803,,
M1469,太羽あこや(晁印餐飲),50809772,苗實,林思婷,C級客戶,日式餐飲,和食餐廳,高雄市左營區,高雄市左營區博愛二路777號4樓-營業:11:00-23:00,973132269,,貨到收款,20260204,,
M1470,金色三麥-高雄漢神店,24692475,李丞凱,,B級客戶,餐廳,西式餐廳,高雄市,高雄市左營區博愛二路777號4樓,07-9759909,02-77166666劉小姐採購,月結50天,20190806,,
M1471,植橪．和食,26023268,苗實,林思婷,C級客戶,日式餐飲,和食餐廳,高雄市,高雄市鼓山區美術東二路59號,07-5536149,0929-423566,貨到收款,20260317,,
M1472,酷多思-高美店,50930894,苗實,,C級客戶,飲品咖啡店,咖啡店,高雄市,高雄市鼓山區美術東二路466號,07-5867353,0979-574459,貨到收款,20200908,,
M1473,Thomas Chien法式餐廳,53582820,蔡宛庭,,P級客戶,餐廳,西式餐廳,高雄市前鎮區,高雄市前鎮區成功二路11號-收貨:8:00後有人收貨,07-5363715,07-5366237辦公室,月結30天,20241112,,
M1474,李信則,,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,高雄市小港區松平街32號(國立高雄餐飲大學),0911-859359李師傅,,貨到收款,20181107,,
M1475,猛購國際,42806154,苗實,,C級客戶,通路與零售商,電商平台,高雄市,80651高雄市前鎮區和平二路203號,0918-169916,,貨到收款,20240220,,
M1476,NONNA VIYA義式餐廳,47670629,苗實,,C級客戶,餐廳,西式餐廳,高雄市,81266高雄市小港區鳳福路33號2樓,07-8065005,0977-146717採購  郭R,貨到收款,20181113,,
M1477,果然匯-夢時代店(饗賓),79955280,陳錄弦,張瑋玲,S級客戶,餐廳,Buffet自助餐,高雄市,80661高雄市前鎮區中華五路789號3樓 果然匯,07-8319777,07-8319856 (辦)郭's,月結30天-30日收款,20260318,,
M1478,漁鱠壽司,,苗實,,C級客戶,日式餐飲,壽司店,高雄市,80741高雄市三民區興安街12號,0929-263652,,貨到收款,20190508,,
M1479,樂加企業社,10207374,苗實,,C級客戶,餐廳,西式餐廳,高雄市,80051高雄市新興區錦田路11號,07-2239767,0909-597376,貨到收款,20181127,,
M1480,搖滾披薩-文衡店,54760822,林文哲,張瑋玲,S級客戶,餐廳,披薩店,高雄市,83048高雄市鳳山區文衡路500號--週三休--(AM10:30後收貨)粉一律套袋,07-7777452,04-23100228,月結30天(不秀金額),20260310,,
M1481,(停用)創達國際,54635873,李丞凱,,A級客戶,烘焙業,西式麵包店,高雄市,高雄市仁武區京吉一路63號**總倉 龔聖恩 0981-240331 **不秀金額，若有採單請備註單號**,0981-240331,07-9763603*697郭R(帳,月結30天,20231016,,
M1482,艾德華蛋糕,,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市苓雅區永康街93號(8:00-19:00),0980-019974,,貨到收款,20251231,,
M1483,平島蜂蜜蛋糕-左營三越,28440535,陳采立,,P級客戶,烘焙業,西式甜點店,高雄市,高雄市左營區高鐵路123號10樓(新光三越左營店 平島櫃),0910-644097,,月結30天,20241128,,
M1484,OhLaLa Pâtisserie黃玟元,,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市三民區恆豐街290號(週一休),0986-772228,,貨到收款,20251210,,
M1485,Ken's Kitchen,50933843,苗實,,C級客戶,飲品咖啡店,咖啡店,高雄市,80250高雄市苓雅區四維三路202號(不定休)(營業9:00-21:00),07-5373202,0909-296977,貨到收款,20190121,,
M1486,壽司郎-高雄夢時代店 (3號店),52929520,蕭育豐,,P級客戶,日式餐飲,壽司店,高雄市,高雄市前鎮區中華五路789號  藍鯨館6樓(無休)-9:00後有人收貨,07-8126755,02-27367010 總公司,月結30天,20230208,,
M1487,奇可烘焙坊-二店,45130302,苗實,林思婷,C級客戶,烘焙業,西式麵包店,高雄市,高雄市新興區忠孝一路125號-收貨時間:9:30-12:00、13:00-14:00,07-2166957,07-2157050,月結30天,20260302,,
M1488,零糰子,,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市前鎮區實業路71號,0970-559005,,貨到收款,20260107,,
M1489,雄大企業有限公司,42805541,苗實,,C級客戶,業外公司,一般公司行號,高雄市,高雄市仁武區仁福里橫山二巷17之1號**新址,0932-732090,,貨到收款,20231107,,
M1490,厚皮咖啡,,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市左營區左營大路289號-營業9:30-18:00，不定休,07-5853968,,貨到收款,20260120,,
M1491,Ten Thirty,50947826,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市鼓山區銘傳路85巷16號(新址),07-5888178,0953-753840,貨到收款,20220718,,
M1492,姊妹海鮮粥,,苗實,,C級客戶,餐廳,中式餐廳,高雄市,高雄市岡山區柳橋東路37號,07-6241340朱小姐,0920-049133,貨到收款,20221109,,
M1493,鮨二七,53241268,苗實,,C級客戶,日式餐飲,壽司店,高雄市,80248高雄市苓雅區永明街27號1樓(一二休),07-2119262,,貨到收款,20190710,,
M1494,乾杯-高雄五福店,70443909,李丞凱,,P級客戶,日式餐飲,居酒屋/燒烤店,高雄市,80054高雄市新興區五福二路262號1~2樓,07-2150555,,月結30天,,,
M1495,恩旺-羅小姐(嘉慶街),22454883,苗實,,C級客戶,業內合作夥伴/經銷商,盤商,高雄市,81357高雄市左營區嘉慶街131號4F(※※貨單不秀金額※※),0988-772320,0932-829568,月結30天(不秀金額),20190627,,
M1496,樹苒小鎮-停用,82674382,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市前金區光復二街47號週一休)- 營業10:00-18:00,07-2417688,0938-527699,貨到收款,20250210,20250210,
M1497,恩旺貿易-高雄公司,22454883,苗實,,C級客戶,業內合作夥伴/經銷商,盤商,高雄市,81364高雄市左營區曾子路416號1F(太冠高雄營業所)(六日休)(午休12:00-13:00)(17:30前到貨),07-3505326,,月結30天,20191212,,
M1498,魚樂壽司,,苗實,,C級客戶,日式餐飲,和食餐廳,高雄市,高雄市三民區興安街12號,0929-263652,,貨到收款,20191105,,
M1499,茶X清川,82680574,苗實,,C級客戶,日式餐飲,拉麵店,高雄市,高雄市鼓山區昌盛路55號-營業14:00-02:00,0972-772726莊小姐,07-5531727,貨到收款,20190522,,
M1500,然一酒店THE AMNIS(高雄),59269713,蔡宛庭,林思婷,B級客戶,飯店業,星級/觀光飯店,高雄市,高雄市前鎮區中山二路199號(驗收處#1813),07-9730189#1813,07-9730189#1821,月結30天,20260319,,
M1501,宇城-高雄夢時代,80431683,苗實,,C級客戶,日式餐飲,日式鍋物,高雄市,高雄市前鎮區中華五路789號7樓 (藝奇-高雄夢時代),07-8230988,,月結30天,20210816,,
M1502,Yamikitchen,,苗實,,C級客戶,餐廳,西式餐廳,高雄市,高雄市鼓山區文忠路189號-營業11:30-21:30,07-5505080陳小姐,0901-399070,貨到收款,20190417,,
M1503,(停用)伊景旺手作Enjoy Well,82690398,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,高雄市前金區市中一路2之2號-營業11:00-21:00,07-2212177張小姐,0911-874227,貨到收款,20191017,,
M1504,葉永昌食品,29016017,苗實,,C級客戶,製造商,代工廠,高雄市,高雄市大寮區鳳屏一路711號,07-7037158葉先生,0933-006858,貨到收款,20190422,,
M1505,(停用)好丘-漢神巨蛋,80672628,李丞凱,,A級客戶,烘焙業,西式麵包店,高雄市,高雄市左營區博愛二路777號B1 好丘櫃位 (麵粉請套外袋),0910-07521吳小姐,,月結40天,20190529,20260224,
M1506,夏屋食堂,,苗實,,C級客戶,日式餐飲,和食餐廳,高雄市,高雄市新興區忠孝一路20號1樓(週二休)-營業10:00-14:00、17:00-21:00,0928-326414,,貨到收款,20200615,,
M1507,鼎玫企業有限公司,86906638,苗實,,C級客戶,業內合作夥伴/經銷商,盤商,高雄市,高雄市左營區自由四路399號(週六、日休)-營業8:00-22:00,07-3598977,,月結30天,20211012,,
M1508,Pan手感甜點,59314013,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,高雄市三民區新民路70號 **新址 (週一休)-營業9:00~18:00,07-3835685,,貨到收款,20220915,,
M1509,(停用)NY貝果Now&Then,53355923,苗實,,C級客戶,餐廳,西式餐廳,高雄市,高雄市鹽埕區大義街2之3號C9-19倉庫-平日營業10:00-21:00，假日10:00-18:00,02-23751769#312,07-5316999,月結30天,20211122,,
M1510,(文府)環球國際豐誠,42871794,苗實,,C級客戶,通路與零售商,量販店,高雄市,高雄市左營區文府路379巷11之1號 謝季霈小姐收  電話:0928-049194,0928-049194,,貨到付款(不秀金額),20200430,,
M1511,蒙福Blessed手工吐司,,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,高雄市左營區左營大路426號(週一二休),0929-863363,07-5813929,貨到收款,20190612,,
M1512,波醍精品咖啡館,82896687,苗實,,C級客戶,飲品咖啡店,咖啡店,高雄市,高雄市前金區五福三路59號大立百貨B館5樓(收貨11:00-20:00),0921-635347,07-2155217,貨到收款,,,
M1513,品三國,53767410,苗實,,C級客戶,餐廳,西式餐廳,高雄市,高雄市三民區明哲路29號(週一休),02-25566338,,貨到收款,20200805,,
M1514,小露吃義式冰淇淋,82683208,苗實,,C級客戶,飲品咖啡店,冰店,高雄市,高雄市旗山區文中路99號,0925-119893,0955-250534,貨到收款,20190820,,
M1515,環球豐誠國際-左營嘉慶,42871794,苗實,,C級客戶,通路與零售商,量販店,高雄市,高雄市左營區嘉慶街131號4樓 羅小姐收  電話:0932-829568 -營業10:00-16:00,0932-829568羅小姐,04-37000488,貨到付款(不秀金額),20191008,,
M1516,(停用)山禾堂拉麵,,苗實,,C級客戶,日式餐飲,拉麵店,高雄市,高雄市楠梓區慶昌街11巷37號1樓(營業11:00-13:30*17:30-20:30),0930-036668,06-9262595,貨到收款,20190823,,
M1517,猛購國際-裕軒(匯款),50928882,苗實,,C級客戶,通路與零售商,電商平台,高雄市,高雄市前鎮區和平二路203號(週日休)-營業10:00-18:00 - 到貨前電聯陳小姐0918-169916,0918-169916,,貨到付款(不秀金額),20231215,,
M1518,(停用)憶點甜,,苗實,,F級客戶,烘焙業,西式甜點店,高雄市,高雄市左營區德威街54號-營業14:00-19:00,0912-058069柳先生,,貨到收款,20200731,,
M1519,(停用/改M1547)津氏蛋捲,,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市大社區三民路2巷88之58號 -到貨前電聯手機,0977-773607曾小姐,,貨到收款,20200204,,
M1520,搖滾披薩-高雄瑞隆店,54760822,林文哲,張瑋玲,S級客戶,餐廳,披薩店,高雄市,高雄市前鎮區瑞隆路547號 (週二休) (粉寄貨要套外袋),07-7263352,,月結30天(不秀金額),20260317,,
M1521,Bigtom高雄至聖店,59291567,苗實,,C級客戶,飲品咖啡店,冰店,高雄市,高雄市左營區至聖路145號-營業9:00-21:00,07-5508741,0965-808783,貨到收款,20200813,,
M1522,黛安(三民區),,苗實,,C級客戶,業內合作夥伴/經銷商,盤商,高雄市,高雄市三民區大順二路822之1號1樓(週六日&國定假日休)-營業10:00-17:00,0916-758406,,貨到收款,,,
M1523,湠泇有限公司(隨貨附發票),50950130,苗實,,C級客戶,業外公司,一般公司行號,高雄市,807高雄市三民區中原街94號(營業10:00~17:00)六日休,0916-758406,07-3836786,貨到收款,20230321,,
M1524,寬庭-高雄大立K'Space(大立伊勢),86152835,苗實,,C級客戶,餐廳,西式餐廳,高雄市,高雄市前金區五福三路57號1樓*-王姿雲/林淑姻/江羿樺,02-2891-2233,0910-683043,月結30天(不秀金額),20200728,,
M1525,山禾堂拉麵-央廚,83925675,苗實,,C級客戶,日式餐飲,拉麵店,高雄市,高雄市楠梓區慶昌街11巷37號1樓(營業11:00-13:30*17:30-20:30),0930-036668孫'r,06-9269968,貨到收款,,,
M1526,山禾堂拉麵-鼓山,83925675,苗實,,C級客戶,日式餐飲,拉麵店,高雄市,高雄市鼓山區美術南三路78號(營業11:00-13:30*17:30-21:30),07-5866679,,貨到收款,20200909,,
M1527,山禾堂拉麵-岡山,83925675,苗實,,C級客戶,日式餐飲,拉麵店,高雄市,高雄市岡山區大仁南路60號(營業11:00-13:30*17:30-21:30),07-6210988,,貨到收款,20200817,,
M1528,(停用改M1550)雛菊鬆餅,83925675,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市左營區富國路292號,07-5508265,,貨到收款,20191121,,
M1529,Miopane高雄漢神,42826026,深川真紀,賴姿君,S級客戶,烘焙業,西式麵包店,高雄市,高雄市前金區成功一路266之1號B3(漢神百貨)-麵粉外袋請註明品名,07-2150598,,月結30天-26日收款,20251208,,
M1530,壽司郎-高雄中正店 (11號店),52929520,蕭育豐,,P級客戶,日式餐飲,壽司店,高雄市,高雄市新興區中正三路2號(無休)-9:00後有人收貨,07-235-7806,02-27367010 總公司,月結30天,20230208,,
M1531,Doubles Cake,41325066,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市新興區大同一路22號(週日休)-營業10:00~18:00,0983-021001,,貨到收款,20251001,,
M1532,開丼-高雄左營店(杰立),53925311,苗實,,C級客戶,日式餐飲,丼飯店,高雄市,高雄市左營區高鐵路115號3樓,07-3430905店鋪,02-27113778#133 採購,月結30天,20191203,,
M1533,思維一露法式甜點,82756476,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市苓雅區四維一路276號1樓(營業:10:00開始),0927-589817,,貨到收款,20241231,,
M1534,如觀-高雄家福南倉,16945686,苗實,,C級客戶,業內合作夥伴/經銷商,同業往來,高雄市,高雄縣岡山鎮本工六路70號(家樂福岡山統倉) *銷貨單不秀金額*,07-6229404,,月結30天,20231002,,
M1535,義大皇家酒店,28956758,苗實,林思婷,C級客戶,飯店業,星級/觀光飯店,高雄市,高雄市大樹區學城路一段153號B1驗收區,07-6568166#32504,,月結30天,20260317,,
M1536,鴻仁製麵（燕巢）,50926337,廖玉媗,林吟姿,S級客戶,製造商,製麵廠,高雄市,高雄市彌陀區文安路東段57號(週六日休)-收貨10:00-17:00,0981-392183,07-6165025,月結60天,20260120,,
M1537,溫柔實驗室,82750629,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市鹽埕區大公路62號  營業:13:30-20:00(10:30即可送貨)週一二店休,07-5215515,0953-032877,貨到收款,20210923,,
M1538,靜岡勝政-高雄漢神店,50906000,李丞凱,,S級客戶,日式餐飲,豬排店,高雄市,高雄市前金區成功一路266之1號B3,07-2159697(店面),02-25718222(公司),月結45天,,,
M1539,聯上餐旅-博愛分公司,85009262,苗實,林思婷,C級客戶,餐廳,西式餐廳,高雄市,高雄市左營區裕誠路486號B1(聯上大飯店採購收),07-5589999,0975-157001,月結30天,20260320,,
M1540,魯邦食品,,苗實,,C級客戶,餐廳,西式餐廳,台南市,81368高雄市左營區自由四路179號-營業10:00-17:00(可收貨8:30~17:00),0939-725866,06-5903595,貨到收款,20210302,,
M1541,平島蜂蜜蛋糕-漢神巨蛋,28440535,陳采立,,P級客戶,烘焙業,西式甜點店,高雄市,高雄市左營區博愛二路777號 8F(漢神百貨-巨蛋店平島櫃),0971-072168,,月結30天,20241104,,
M1542,津澉有限公司,50954972,苗實,,C級客戶,業外公司,一般公司行號,高雄市,高雄市三民區大順二路822-1號一樓(營業10:00~17:00六日店休),0916-758406,,貨到收款,20200207,,
M1543,味橋食材,28659053,苗實,,C級客戶,業內合作夥伴/經銷商,盤商,高雄市,高雄市仁武區成功路6-1號(營業10:30-12*13:30-16:30週六公休),07-3714125,0919-155987,貨到收款,20230504,,
M1544,壽司郎-高雄鳳山店 (15號店),52929520,蕭育豐,,P級客戶,日式餐飲,壽司店,高雄市,高雄市鳳山區中山路149號1樓,07-799-7608,02-27367010 總公司,月結30天,20230208,,
M1545,拜樹頭-有統編,85470615,蔡宛庭,,P級客戶,通路與零售商,烘焙材料行,高雄市,高雄市三民區鼎山街653號2樓,0920-828006,,貨到收款,20230410,,
M1546,多那之-高雄總部,59248513,林文哲,劉宛怡,A級客戶,烘焙業,西式麵包店,高雄市,高雄市三民區康平街268號(午休12-13不收貨)-新址,07-3120799#277,,月結30天,20260304,,
M1547,津氏蛋捲-有統編,82693037,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市大社區三民路237之一號-收貨周二至周六8:00-18:00，週日、一公休【到貨前電聯手機】,0987-323616,0977-773607曾小姐,貨到收款,20260206,,
M1548,(停用改M1595)Liberte,50955000,苗實,,F級客戶,餐廳,西式餐廳,高雄市,高雄市前鎮區中華五路796號(營業17:00-22:00)週一店休,0966-557213,,貨到收款,20201109,,
M1549,Sho懷石料理(萬象總公司),50955000,苗實,,C級客戶,日式餐飲,和食餐廳,高雄市,高雄市前鎮區中華五路806號-(週三四店休),0973-132269,,貨到收款,20210929,,
M1550,雛菊鬆餅,83517994,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市左營區富國路292號,07-5508265,,貨到收款,20200507,,
M1551,壹塊肉坊,50937290,苗實,林思婷,C級客戶,通路與零售商,精肉舖,高雄市,高雄市苓雅區廣州一街130號,0938-730970,07-7150768,貨到收款,20260225,,
M1552,停用-創達國際-三民區傳真下單/明太子),54635873,李丞凱,,A級客戶,烘焙業,西式麵包店,高雄市,高雄市三民區銀杉街42號3樓 聯絡:黃鳳婷收 0987-957366**不秀金額，若有採單請備註單號**,0919-646936,07-9763603*608財務長,月結30天,20230828,,
M1553,(停用)吉米樂食坊,85502594,苗實,,C級客戶,餐廳,中式餐廳,高雄市,高雄市三民區民族一路368號1樓(營業09:00-21:00),0932-766720,,貨到收款,20201013,,
M1554,kuro artisan bakery,85491962,林琬茹,林思婷,C級客戶,烘焙業,西式麵包店,高雄市,高雄市三民區綏遠一街169號-營業10:00~17:00 *到貨前30分鐘電聯*,0987-246424,07-3228396,貨到收款,20260209,,
M1555,米拉星甜點,,苗實,,C級客戶,烘焙業,個人工作室,高雄市,高雄市大社區中正路58號之4(週日休)-營業9:00~1800,0903-208386丘's,,貨到收款,20200619,,
M1556,盧建光,,苗實,,C級客戶,餐廳,早午餐,高雄市,高雄市苓雅區民權一路43號(週一二休)-營業9：00~17：00,0926-178753盧'r,07-3389700,貨到收款,,,
M1557,五郎時食,42798534,苗實,林思婷,C級客戶,餐廳,蔬食餐廳,高雄市,高雄市左營區富民路66號-收貨:10:00-14:00/17:00-21:00，週二、三店休,0938-112952,07-5506280,貨到收款,20260224,,
M1558,驚鮨(高雄鹽埕),82697049,苗實,,C級客戶,日式餐飲,壽司店,高雄市,高雄市鹽埕區五福四路119號(週一休)-營業11:00~21:00,07-5321799店長,,貨到收款,,,
M1559,家福-高雄,22662550,張皓茹,,S級客戶,通路與零售商,量販店,高雄市,高雄市岡山區本洲里2鄰本工一路36號(上午10:30前，到場投單排隊),02-28981999#8877,,月結60天,20220420,,
M1560,Fun Tower日式可麗餅,50953328,苗實,,C級客戶,餐廳,早午餐,高雄市,高雄市左營區明華一路158號(週二休)-營業9:00~18:00,07-5569960(店)蘇's,0927-329855陳老闆,貨到收款,20201229,,
M1561,(停用改M1607)木曙商行,82753359,苗實,,C級客戶,飲品咖啡店,飲料店,高雄市,高雄市橋頭區建樹路51號,0975-652767,,貨到收款,20210318,,
M1562,旺來昌-公正店,89883342,苗實,林思婷,C級客戶,通路與零售商,烘焙材料行,高雄市,高雄市前鎮區公正路181號,07-7135345#23,,月結30天,20260105,,
M1563,(歇業)宮武-高雄夢時代店(信本),42823908,深川真紀,,S級客戶,日式餐飲,烏龍麵店,高雄市,高雄市前鎮區中華五路789號B1(收貨10:00-18:00),07-8226988(店鋪),02-26068663(公司),月結30天,20210513,,
M1564,如是咖啡,,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市新興區大同一路229巷6號1樓(營業10:00-18:00),0933-301762,,貨到收款,20260304,,
M1565,2D cafe-高雄店,77213641,苗實,,C級客戶,飲品咖啡店,咖啡店,高雄市,高雄市鼓山區昌盛路55號-營業10:30~21:30,0914-168698,02-23660250,貨到付款(不秀金額),20200820,,
M1566,麵處小林(高雄店),41294681,苗實,,C級客戶,日式餐飲,拉麵店,高雄市,高雄市左營區博愛二路296號一樓-營業11:30~14:30、17:00~21:00,07-5582227李店長,,貨到收款,20210427,,
M1567,上品王(石安牧場),12895828,林文哲,,P級客戶,烘焙業,西式麵包店,高雄市,高雄市阿蓮區和平路206號,07-6317922#340,,貨到收款,20240130,,
M1568,日斤烘焙咖啡豆,13068116,苗實,,C級客戶,飲品咖啡店,咖啡店,高雄市,高雄市岡山區大仁南路102號-營業10：30~19：30,0905-795041周'r,,貨到收款,20200909,,
M1569,(停用)聯上餐旅,85124045,苗實,林思婷,C級客戶,餐廳,西式餐廳,高雄市,高雄市左營區裕誠路486號B1(聯上大飯店採購),07-5589999,,月結30天,20251027,20251104,
M1570,WIRED CHAYA茶屋-大立店,80290038,苗實,,C級客戶,飲品咖啡店,咖啡店,高雄市,高雄市前金區五福三路57號A棟 大立百貨1樓(收貨:9:00-22:00),02-2528-9995(#112),,月結30天,20210427,,
M1571,小日子手摘茶屋,83747308,苗實,,C級客戶,餐廳,西式餐廳,高雄市,高雄市前鎮區三多三路213號3樓,07-3317751林's,0919-239451林's,貨到收款,20200924,,
M1572,(停用)Wuyo 烘焙工坊,12619909,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,高雄市鳳山區青年路一段306號(週一二休)-營業9:00~17:00 **請貨運送至定點,0973-288087陳'r,,月結30天,20220801,,
M1573,藕家飲品舖(高雄店),,苗實,林思婷,C級客戶,飲品咖啡店,飲料店,高雄市,高雄市塩埕區大勇路87號(週一休)-營業11:00~21:00,0906-313008,07-2252008,貨到收款,20260113,,
M1574,芾湁,,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市小港區營前街50號-收貨時間14:00後,0930-075544陳's,,貨到收款,20210929,,
M1575,Luigi路易奇-火力會社,83604998,蕭育豐,朱佩珊,C級客戶,日式餐飲,燒肉店,高雄市,高雄市前金區五福三路57號8樓(大立精品A館)（11:30後送貨）,07-2152707(店鋪),02-25000926(公司),月結30天(不秀金額),20250514,,
M1576,新宿內臟燒肉,45132012,苗實,林思婷,C級客戶,日式餐飲,燒肉店,高雄市,高雄市新興區忠孝一路35號 (可收貨:下午2點後),0933-052367,,貨到收款,20250812,,
M1577,吉米樂食坊-無統編,,苗實,,C級客戶,餐廳,中式餐廳,高雄市,高雄市鳳山區南京路248號14樓**新址(營業09:00-19:00),0932-766720,,貨到收款,20230203,,
M1578,萩森甜點,,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市岡山區大仁南路165巷23弄9號-營業:9:00-18:00,0981-887983,,貨到收款,20260318,,
M1579,小麥方烘焙,24661120,苗實,,C級客戶,烘焙業,個人工作室,高雄市,高雄市鳳山區文建街288號4樓,0958-583598,,貨到收款,20210628,,
M1580,饗食天堂-高雄(饗賓),79955280,陳錄弦,張瑋玲,S級客戶,餐廳,Buffet自助餐,高雄市,80247高雄市苓雅區三多四路21號11樓,07-3322108,烘焙採購張小姐#208,月結30天-30日收款,20260311,,
M1581,金馬賓館當代美術館(御盟),50933111,蔡宛庭,,B級客戶,飯店業,星級/觀光飯店,高雄市,高雄市鼓山區鼓山一路111號,07-9721685#6203鐘's,,月結30天,20210428,,
M1582,秘野樂邦,85511361,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,高雄市鳳山區文中街232巷29號7F(管理室代收)-週日休,07-7776101劉'r,0919-019231,貨到收款,20210513,,
M1583,高雄朕豪酒店-食材,53577707,苗實,林思婷,C級客戶,飯店業,星級/觀光飯店,高雄市,高雄市鼓山區龍德新路222號(寄送B2驗收區),07-5599111,採購:林小姐#66009,月結30天,20260310,,
M1584,繼光金子-南區統倉(金御賞),54889524,林文哲,林吟姿,A級客戶,日式餐飲,丼飯店,高雄市,821高雄市路竹區永華路18-6號(高雄路竹倉)陳建源先生0972099918 (09:00~17:00間到貨中午12:00~13:00休息) *注意有改地址,0972-099918,04-23958081,月結45天,20251001,,
M1585,全壽司,41321809,苗實,,C級客戶,日式餐飲,壽司店,高雄市,高雄市左營區辛亥路80號-營業:11:30-14:00 *17:30-21:30(週一店休),07-5578200,,貨到收款,20201228,,
M1586,酷多思-南屏烘焙,59289703,苗實,,C級客戶,飲品咖啡店,咖啡店,高雄市,高雄市左營區南屏路350號,0987-929111黃's,,貨到收款,20210203,,
M1587,停用創達國際-三民區LINE下單/酵母),54635873,李丞凱,,A級客戶,烘焙業,西式麵包店,高雄市,高雄市三民區銀杉街42號C廠**不秀金額，若有採單請備註單號**,919646936,07-9763603*608財務長,月結30天,20230809,,
M1588,苷舍,,苗實,林思婷,C級客戶,烘焙業,西式麵包店,高雄市,高雄市三民區九如一路230巷18號1樓-營業:13:00-18:00,0987-913660,,貨到收款,20250902,,
M1589,曉杉烘焙坊(停用),82743655,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,高雄市仁武區仁忠路77號-可收貨:10:00-22:00*營業:13:00-22:00(週六店休),0933-732144,07-3746487,貨到收款,20220224,,
M1590,槑咖啡,82745295,苗實,林思婷,C級客戶,飲品咖啡店,咖啡店,高雄市,高雄市左營區民族一路1004號(營業時間13:00~20:00)*送貨時間一點後*,0978-796241,,貨到收款,20260224,,
M1591,Tora咖啡,,苗實,林思婷,C級客戶,飲品咖啡店,咖啡店,高雄市,高雄市三民區天民路41巷7-3號-營業10:00-18:00,0911-299826,,貨到收款,20260316,,
M1592,覓 Meet Vegan,,苗實,,C級客戶,餐廳,蔬食餐廳,高雄市,高雄市鼓山區華夏路193號(週三休)-營業11:00~21:00,07-5539850丁'r,0979-505185謝育甄,貨到收款,20220414,,
M1593,旺來昌-博愛店,89883342,苗實,林思婷,C級客戶,通路與零售商,烘焙材料行,高雄市,高雄市左營區博愛三路466號,07-3453355,07-7135345#23採購,月結30天,20260105,,
M1594,旺來昌-右昌店,89883342,苗實,,C級客戶,通路與零售商,烘焙材料行,高雄市,高雄市楠梓區翠屏里壽豐路385號,07-3012018店鋪,07-7135345#23採購,月結30天,20220826,,
M1595,Liberte,88042461,苗實,,F級客戶,餐廳,西式餐廳,高雄市,高雄市前鎮區中華五路796號(營業17-22)週一休,0966-557213,07-3323123#138張簡s(帳,月結30天,20231005,,
M1596,こはく麺屋(琥珀麵屋),23651898,苗實,,C級客戶,日式餐飲,拉麵店,高雄市,高雄市三民區愛國路163號-收貨:9:30~17:00,0912-047515謝'r,,貨到收款,20211207,,
M1597,(停用)Marc 3L,87637534,苗實,,C級客戶,餐廳,西式餐廳,高雄市,高雄市前金區仁義街231號一樓(週日一休)-11點後可收貨,07-2152157廖'r,,貨到收款,20220602,,
M1598,漁火無菜單料理,59298007,苗實,,C級客戶,日式餐飲,和食餐廳,高雄市,高雄市苓雅區永裕街53號,07-5374536,,貨到收款,20230720,,
M1599,法絨法式手工甜點,83296802,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市前金區文武二街49號(營業12:00-20:30)週二店休,07-5527727,0976-919707,貨到收款,20240730,,
